rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
2,Education,4,10000,0,47,6,4090,0,0,7,22
3410,Education,3.5,50000,0,44,3,4115,0,0,3,3
1191,Education,3.9,5000,51,33,6,4215,0,0,2,8
47418,Education,2.6,10000,0,41,9,4355,0,0,17,34
136659,Education,2.2,10000,0,75,3,4373,0,1,0,11
882,Education,4.4,50000,0,67,3,4394,0,1,8,14
2034,Education,3.8,50000,51,40,3,4472,0,0,8,7
125906,Education,2.2,5000,100,78,3,4583,5,0,0,15
209473,Education,2.7,100000,51,51,6,4681,2,1,0,33
497,Education,4.1,10000,51,80,6,4877,0,1,1,8
1197,Education,3.9,1000,51,54,3676,5515,0,0,4,20
127947,Education,2.8,10000,51,70,3,5578,0,1,0,25
208787,Education,2.6,5000,51,56,3679,5882,0,0,0,20
105426,Education,2,1000,51,84,3,5903,1,0,0,6
737,Education,4.7,50000,51,61,5098,6167,0,0,3,25
176191,Education,1,1000,51,69,5114,6317,0,0,0,21
185464,Education,2.8,10000,51,63,5095,6543,0,1,0,34
528,Education,3.5,10000,51,73,5095,7062,0,1,11,27
68762,Education,2.8,1000,51,69,3,7353,0,1,13,38
121093,Education,2.7,10000,0,105,6,7610,0,1,0,18
208786,Education,2.7,1000,51,68,5114,7830,0,0,0,27
159220,Education,1.8,1000,51,182,6,7997,0,0,0,0
69668,Education,2.9,5000,51,79,6,8092,0,1,3,32
11512,Education,2,1000,51,114,6,8104,0,1,2,24
2798,Education,3,1000,51,119,6,9009,0,1,5,28
3579,Education,5,1000,51,116,6,9211,0,1,6,23
31508,Education,2.9,10000,51,86,6,9318,3,0,2,23
503,Education,4.2,50000,0,137,3,9797,0,1,5,38
791,Education,3.5,10000,51,87,6,10451,0,7,18,42
620,Education,4.2,1000,51,97,12,10613,0,6,5,43
743,Education,4,1000,51,97,12,10613,0,6,6,43
615,Education,2.5,1000,51,97,12,10613,0,6,17,43
150595,Education,2.9,1000,51,139,6,10926,0,0,0,24
1033,Education,4.5,10000,51,174,6,11611,1,0,1,41
47493,Education,2.2,1000,51,109,3,11785,0,0,1,45
124633,Education,1.2,1000,51,105,5111,11797,0,0,0,24
124941,Education,2,5000,50,70,6,11889,3,3,0,33
152120,Education,2,1000,51,133,3,11922,0,2,0,37
152123,Education,2.8,5000,51,133,3,11924,0,2,0,37
152124,Education,2.7,5000,51,133,3,11928,0,2,0,37
152121,Education,2.7,1000,51,133,3,11933,0,2,0,37
229954,Education,2.1,5000,51,110,6,12469,0,9,0,55
430,Education,3.9,10000,0,151,3,12531,0,1,6,54
2250,Education,4.6,10000,0,137,3,13207,0,2,9,35
3386,Education,3.4,1000,51,165,3,13515,0,0,9,41
3389,Education,3.1,1000,51,165,3,13515,0,0,6,41
3392,Education,3.7,10000,51,165,3,13515,0,0,3,41
3394,Education,3.6,50000,51,165,3,13515,0,0,6,41
134985,Education,1.8,1000,51,115,9,13921,1,1,0,37
130059,Education,1.5,10000,51,117,6,14262,1,2,0,49
1031,Education,4.6,5000,51,155,6,14814,0,0,9,24
183743,Education,2,1000,50,132,3,16407,3,1,0,59
4125,Education,4.1,10000,51,131,3,16930,1,1,9,31
167787,Education,2.8,1000,51,257,3,17662,1,1,0,116
4124,Education,4,50000,0,145,9,18522,0,1,17,32
163078,Education,2.9,10000,51,151,9,18568,0,5,0,70
204843,Education,2.5,1000,92,168,6,18841,0,9,0,57
224947,Education,2.5,1000,50,166,6,19200,4,1,0,1197
1768,Education,3.8,10000,51,226,3,19233,1,0,8,61
185502,Education,2.9,1000,92,169,6,19265,0,10,0,51
33,Education,3.6,5000,92,170,6,19327,0,9,11,52
174220,Education,2.7,1000,50,201,77,20159,0,1,0,53
782,Education,4.3,1000,51,229,6,21049,1,2,5,146
199431,Education,2.7,1000,51,158,9,21267,1,2,0,72
19003,Education,2.6,1000,51,180,6,21276,1,2,5,90
2386,Education,5,1000,51,180,6,21278,1,2,8,90
2902,Education,3.9,500000,51,190,5111,21625,0,0,4,74
69446,Educational,2.7,1000,92,187,6,22232,1,6,19,59
29769,Education,2.7,10000,51,238,15,22295,3,0,8,91
209487,Education,2.4,10000,51,232,15,22560,0,6,0,118
2363,Education,4.4,1000,51,309,6,22575,0,4,12,92
8511,Education,1,1000,51,279,3390,22644,1,0,2,55
143173,Education,2.8,10000,51,316,6,22941,0,4,0,94
28982,Education,2.3,1000,92,242,9,23674,0,9,3,78
636,Education,2,5000,50,353,3,24155,6,1,5,61
221706,Education,2.5,5000,51,263,6,24163,1,6,0,127
177,Education,4.1,100000,51,285,12,24358,0,1,8,90
22562,Education,2.7,5000,0,260,6,24526,0,3,1,52
143758,Education,2.9,1000,0,217,12,24530,0,3,0,46
4226,Education,3.9,50000,50,252,15,25307,2,3,2,177
214339,Education,1.9,5000,51,288,6,25349,0,2,0,45
1207,Education,4.1,100000,51,254,9,25531,0,6,13,101
4352,Education,3,1000,51,295,6,25687,0,1,1,47
30348,Education,2.5,5000,0,280,9,26208,0,6,9,74
71533,Education,2.8,1000,51,301,6,26281,0,3,2,49
169413,Education,2.9,1000,51,301,9,27119,0,1,0,43
169422,Education,2.5,1000,51,301,9,27124,0,1,0,42
3828,Education,4.3,100000,51,254,6,27161,3,2,4,82
115,Educational,3.9,100000,92,196,3,28416,0,1,14,87
131465,Education,2.8,1000,50,301,6,28565,3,1,0,91
28431,Educational,2.7,1000,92,273,5104,28813,0,10,15,88
1564,Education,4.1,1000,92,275,9,28922,0,9,4,89
1672,Education,4.2,5000,92,275,9,28922,0,9,8,89
198486,Education,2.9,1000,50,254,6,29709,4,1,0,123
210167,Education,1.3,1000,0,331,6,30193,0,3,0,53
158806,Education,1.9,1000,0,352,6,30925,0,3,0,54
140597,Education,2.5,10000,92,285,9,31558,0,11,0,85
2005,Educational,4.2,100000,51,438,6,32123,0,1,10,148
818,Education,4,100000,92,310,9,34470,0,2,1,96
3365,Education,4.4,1000,50,257,6,35370,5,1,18,122
759,Education,4.2,1000,51,257,6,35373,0,6,6,122
67457,Education,2.5,100000,51,317,9,36091,1,1,15,98
1489,Education,4.5,1000,51,394,6,37107,0,2,12,82
1671,Education,3.6,10000,51,354,12,38275,0,3,4,131
3592,Education,3.6,10000,0,398,6,38295,0,4,4,72
804,Education,3.7,50000,92,220,3,41359,1,1,13,81
787,Education,3.5,5000,92,225,3,41768,1,1,31,85
1951,Education,4.3,1000,51,526,6,42423,2,2,4,135
202520,Education,2.8,5000,51,408,9,45379,1,2,0,89
171,Education,4.2,50000,92,242,9,45549,1,2,3,84
174215,Education,2.8,1000,51,521,6,45952,0,5,0,142
1809,Education,4.5,1000,50,380,3,46820,0,4,8,198
2210,Education,4.4,5000,51,527,9,47058,0,2,4,132
23081,Education,2.3,1000,51,402,12,47276,3,0,2,159
5789,Education,2.3,1000,51,459,9,48434,2,5,8,129
2494,Education,4,10000,50,671,12,49607,2,1,7,125
790,Education,3.2,10000,92,235,6,49928,1,1,13,122
380,Education,4.2,1000000,92,291,6,50878,1,1,2,102
1375,Education,3.4,1000,100,559,6,51374,0,9,2,173
1502,Education,4.5,1000,100,559,6,51374,0,9,2,173
2758,Educational,3.7,100000,51,560,6,53641,0,4,3,103
166829,Education,2.6,10000,100,553,15,54289,0,7,0,145
766,Education,3.6,10000,51,510,9,55440,0,2,4,147
1828,Education,4,50000,51,577,9,55680,1,5,2,118
1501,Education,3.7,1000,100,403,3,55965,0,5,4,156
2524,Education,3.9,10000,51,523,9,56461,0,2,10,146
35,Education,3.6,10000,92,311,3,58022,1,2,6,128
650,Education,3.5,10000,51,509,12,58577,0,9,3,217
335,Education,4.4,50000,51,554,9,59768,2,2,4,153
178125,Education,2.2,10000,51,518,9,60067,0,1,0,293
3462,Education,4.2,10000,51,591,9,60078,1,2,12,147
1948,Education,4.7,5000,0,1116,6,61301,0,3,5,53
902,Education,4.5,100000,50,669,9,62123,3,3,1,197
4101,Educational,3.7,50000,92,422,9,63437,0,9,3,140
4169,Education,3.6,5000,51,587,6,63557,0,1,17,152
12590,Education,2.4,1000,51,323,6,64982,1,1,10,515
52348,Education,2.8,1000,51,323,6,65018,1,1,13,517
911,Education,4.6,100000,92,447,6,65545,2,3,2,145
2226,Education,4.4,10000,50,746,12,67600,2,7,7,233
1949,Education,4.5,10000,51,749,6,69265,0,2,2,218
3559,Education,4.8,1000,92,768,3,69376,0,1,18,155
2602,Education,3,1000,51,675,6,69716,0,0,4,190
126063,Education,2.4,10000,92,534,9,70849,0,1,0,140
1814,Education,3.8,1000,92,549,9,71515,0,2,9,147
756,Education,3.7,1000,92,559,6,73090,1,1,8,141
2768,Education,4.2,50000,92,832,6,73251,2,2,1,132
118624,Education,2.4,10000,51,742,6,73472,1,3,0,141
205542,Education,1,1000,50,685,9,73900,1,5,0,254
205545,Education,2.3,1000,50,685,9,73900,1,5,0,254
217994,Educational,2.5,1000,92,752,6,74436,0,10,0,221
220687,Education,2.6,1000,51,696,9,75302,0,8,0,224
4093,Education,3.5,10000,92,577,6,77798,0,2,1,148
2217,Education,4.4,10000,92,582,6,77941,0,3,10,148
178740,Education,2.4,10000,51,777,15,79234,1,2,0,205
122815,Education,1,1000,50,723,9,79448,1,4,0,278
698,Education,4.1,1000,0,737,6,79951,0,4,7,151
843,Education,4.7,1000,0,753,6,80722,0,4,1,162
123181,Education,2.8,1000,92,647,9,81331,1,1,0,170
2975,Education,4.3,10000,0,778,6,81413,0,4,7,151
228429,Education,1.3,1000,51,734,15,82976,0,6,0,264
3827,Education,4.1,50000,92,624,9,84146,0,6,38,194
231872,Educational,2.6,1000,92,919,6,84581,0,12,0,143
1759,Education,3.9,10000,51,958,12,85151,1,1,4,208
1908,Education,3.5,100000,51,958,12,85155,1,1,4,208
104497,Education,2.5,100000,51,836,12,85170,2,2,0,190
2399,Education,4,1000,0,802,6,85688,0,4,3,161
796,Education,3.6,10000,92,957,9,86481,2,4,4,248
118730,Education,2.7,10000,92,710,9,89056,0,3,0,167
2788,Education,4.4,100000,51,986,9,89241,1,4,3,312
4110,Education,3.9,50000,92,626,15,89845,0,3,4,206
165,Education,4,50000,92,721,9,90471,0,3,4,178
181,Education,3.9,50000,92,650,6,92354,0,2,3,188
1002,Education,4.4,10000,92,844,18,94967,0,1,6,221
2803,Education,4,100000,92,979,9,101642,2,2,2,208
1831,Education,4.3,50000,0,1134,18,107541,0,2,4,269
50,Educational,3.7,10000000,51,1069,6,108101,3,5,20,393
132689,Education,2.7,10000,51,1000,9,109085,1,1,0,311
4443,Education,4.3,10000,51,1296,18,110108,0,3,9,245
5175,Education,2.9,100000,51,1386,12,117734,1,1,6,316
3554,Education,3.9,1000,51,975,24,118547,0,7,5,338
3552,Education,2.7,1000,51,975,24,118547,0,7,4,338
225,Education,4,50000,92,904,12,121233,3,2,10,317
186,Education,3.9,50000,92,904,12,121254,3,2,26,317
579,Education,4.3,100000,92,1112,9,121397,2,3,7,329
1667,Education,3.8,5000,50,1163,33,122481,5,1,11,285
244,Educational,4.5,10000,92,1059,12,122705,3,1,2,408
219207,Education,2.2,1000,51,1374,15,124648,1,1,0,387
193063,Educational,2.5,1000,92,893,72,127298,0,6,0,364
3413,Education,3.5,100000,51,1211,15,132659,0,5,9,371
3403,Education,3.2,10000,51,1211,15,132666,0,5,5,371
230267,Education,2.5,1000,51,904,9,133623,0,9,0,586
1174,Education,3.9,500000,50,1534,12,137430,0,1,4,264
237,Education,4.2,10000,92,1342,6,138077,0,1,7,371
1694,Education,4.5,10000,92,1462,9,144221,0,2,10,416
3663,Education,3.6,10000,51,1275,18,144715,0,6,14,441
2370,Education,3.9,10000,92,1230,12,145313,0,5,14,382
754,Education,4.7,1000,51,1417,12,148489,0,4,11,394
801,Education,4.2,10000,50,1445,6,152686,2,3,15,420
214878,Educational,1.9,1000,51,1282,19,152687,0,2,0,354
3561,Education,3.5,5000,92,1195,27,160970,0,6,1,424
3551,Education,4.3,1000,51,1722,9,163684,0,1,3,364
82882,Education,2.7,1000,50,1546,18,165951,2,1,0,299
159246,Education,2.9,10000,51,1517,15,173776,4,1,0,357
3770,Education,4.1,100000,92,1603,6,176539,2,5,1,466
3853,Education,4.8,1000,50,1608,15,177784,0,0,3,623
2823,Education,4.3,500000,92,1192,15,185728,1,2,3,522
2215,Education,4.6,10000,92,1165,6,191893,0,3,11,432
230794,Education,2.8,5000,51,1728,15,192831,0,5,0,581
651,Education,3.3,100000,51,2125,9,196881,2,1,2,789
2077,Education,4.4,500000,92,1915,12,214971,0,1,4,694
18,Education,4.5,1000000,92,1586,18,226328,1,3,2,639
885,Education,4.2,50000,92,2065,6,230171,0,2,3,598
4131,Education,4.8,10000,92,1875,6,232907,1,3,5,234
1950,Education,4.6,10000,92,2022,9,240262,0,3,1,236
2654,Education,4.5,5000,92,2735,9,244412,0,4,35,696
214192,Education,2.8,5000,50,2190,15,248315,1,6,0,659
217125,Education,2.5,1000,50,2713,15,260427,2,3,0,627
31414,Education,2.8,5000,92,1996,18,267936,0,6,3,458
197986,Education,2.7,1000,51,1266,15,281575,0,9,0,1241
158763,Education,2.8,1000,51,1303,15,284698,0,11,0,1252
2669,Education,4.2,1000,51,1305,15,285942,0,11,2,1260
2416,Education,3.8,50000,51,2468,25,291355,4,2,11,602
181665,Education,2.7,1000,51,2805,9,300255,0,7,0,695
57383,Education,1.5,50000,51,2197,15,300707,0,6,5,643
4413,Education,3.8,1000,51,1406,15,308000,1,10,2,1248
2949,Education,4.4,10000,92,1921,9,326807,0,4,21,696
3102,Education,4.8,1000,92,1921,9,326807,0,4,2,696
3103,Education,4.8,1000,92,1921,9,326807,0,4,10,696
3401,Education,4.3,10000,92,1921,9,326807,0,4,10,696
3402,Education,4.5,10000,92,1921,9,326807,0,4,8,696
51,Educational,3.7,100000,92,4007,9,402286,3,3,19,1037
186121,Education,2.9,50000,51,3299,22,410050,2,3,0,1019
3841,Education,4.3,100000,92,3876,12,424274,0,3,6,734
2241,Education,4.7,10000,92,3295,12,441637,0,4,7,799
2140,Education,4.2,50000,92,3908,6,456795,1,4,8,931
67405,Education,2.9,10000,51,4700,12,471391,2,1,13,1215
214815,Education,2,1000,92,4650,6,487785,0,4,0,754
4471,Education,5,1000,50,4712,24,506401,0,4,3,1194
3926,Education,4.6,10000000,51,4618,12,512108,1,5,12,1347
167478,Education,2.4,10000,92,4953,12,533116,0,3,0,1109
119766,Education,1.8,1000,100,4381,30,549111,0,4,0,1196
