rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
2699,Tools,4.8,1000,0,12,6,763,0,0,3,1
2907,Arcade,3,10000,0,8,3,783,0,0,2,1
1714,Music & Audio,3.9,1000,51,17,3,787,1,2,2,3
3976,Tools,4.2,100000,0,16,6,789,2,0,11,2
2398,Tools,3.6,50000,51,14,6,805,1,0,3,0
1847,Tools,3.9,10000,0,17,3,822,0,0,4,1
2030,Tools,4.5,10000,0,16,3,832,0,0,9,1
2214,Books & Reference,4.8,10000,0,17,3,832,0,0,13,0
1849,Tools,3.8,10000,0,12,6,846,0,0,4,0
2969,Tools,4,10000,51,19,3,850,2,0,3,1
3940,Lifestyle,3.4,10000,0,19,3,853,0,2,3,4
3971,Tools,4.3,5000,0,22,6,894,0,0,8,1
2690,Entertainment,4.2,10000,0,10,3,913,0,0,2,1
2891,Travel & Local,3.8,10000,50,17,3,924,0,0,11,0
2848,Travel & Local,4.1,1000,50,16,6,933,1,0,8,1
2588,Transportation,4.6,1000,50,22,3,967,1,0,3,4
1517,Communication,3.9,5000,50,15,3,968,0,0,2,0
3664,Communication,3.1,5000,50,21,3,1018,0,0,14,5
3973,Media & Video,4,10000,51,15,3,1095,0,0,9,7
2871,Education,4,5000,0,23,3,1134,0,0,2,13
2038,Books & Reference,4.2,50000,51,13,3,1171,0,0,3,1
266,Weather,4.3,100000,0,22,3,1172,0,1,7,1
3946,Libraries & Demo,4.5,10000,0,17,6,1172,0,1,4,0
2857,Entertainment,4.3,5000,51,25,6,1179,0,0,2,0
480,Card,3,5000,0,14,3,1181,0,0,11,1
806,Tools,4.2,10000,0,20,6,1190,0,0,4,3
1799,Music & Audio,3,1000,51,23,21,1204,3,1,8,4
1801,Music & Audio,4.7,1000,51,23,21,1206,3,1,16,4
2248,Lifestyle,4.8,100000,0,13,3,1208,0,0,3,3
631,Tools,4.3,10000,0,9,6,1227,0,0,2,6
2909,Tools,3.2,1000,0,28,3,1237,0,1,5,1
2908,Tools,3.7,10000,51,16,6,1251,1,0,8,1
1353,Tools,4.3,1000,0,14,6,1271,0,1,12,0
3963,Tools,4.1,10000,0,17,3,1275,0,0,2,1
3758,Lifestyle,4.7,1000,0,25,3,1286,0,0,2,0
2049,Puzzle,4.1,10000,0,28,6,1290,0,1,2,2
94,Personalization,4.3,100000,0,24,3,1295,0,1,4,2
2899,Communication,4,10000,0,26,3,1312,2,0,4,4
1692,Books & Reference,4,10000,0,27,6,1342,0,1,15,4
3723,Personalization,3.1,10000,0,10,3,1361,0,0,1,3
2854,Business,4.7,1000,51,23,6,1375,5,0,5,4
2870,Arcade,4,10000,51,21,3,1376,2,0,7,0
2874,Card,4,1000,51,21,3,1376,2,0,4,0
3721,Arcade,4.1,5000,51,21,3,1376,2,0,5,0
1213,Books & Reference,4.3,10000,0,26,6,1382,0,1,20,3
1236,Books & Reference,4.4,5000,0,26,6,1382,0,1,2,3
1240,Books & Reference,4,5000,0,26,6,1382,0,1,9,3
1243,Books & Reference,4.2,1000,0,26,6,1382,0,1,3,3
1245,Books & Reference,4,5000,0,26,6,1382,0,1,18,3
1248,Books & Reference,4.2,1000,0,26,6,1382,0,1,3,3
1249,Books & Reference,4.6,1000,0,26,6,1382,0,1,8,3
1251,Books & Reference,3.8,1000,0,26,6,1382,0,1,2,3
1258,Books & Reference,4.2,1000,0,26,6,1382,0,1,1,3
1259,Books & Reference,4.2,1000,0,26,6,1382,0,1,5,3
1260,Books & Reference,4.2,1000,0,26,6,1382,0,1,6,3
1261,Books & Reference,4.1,1000,0,26,6,1382,0,1,3,3
1263,Books & Reference,3.9,1000,0,26,6,1382,0,1,12,3
1268,Books & Reference,4.4,1000,0,26,6,1382,0,1,21,3
1269,Books & Reference,4.4,1000,0,26,6,1382,0,1,15,3
1270,Books & Reference,4.1,1000,0,26,6,1382,0,1,4,3
1271,Books & Reference,4,1000,0,26,6,1382,0,1,3,3
1275,Books & Reference,3.5,1000,0,26,6,1382,0,1,20,3
1279,Books & Reference,4.6,1000,0,26,6,1382,0,1,2,3
1280,Books & Reference,3.2,1000,0,26,6,1382,0,1,10,3
1291,Books & Reference,4.2,1000,0,26,6,1382,0,1,12,3
1292,Books & Reference,4.6,1000,0,26,6,1382,0,1,5,3
1295,Books & Reference,3.9,1000,0,26,6,1382,0,1,6,3
1328,Books & Reference,4.4,1000,0,26,6,1382,0,1,7,3
1330,Books & Reference,4,1000,0,26,6,1382,0,1,6,3
1332,Books & Reference,4.3,1000,0,26,6,1382,0,1,2,3
1333,Books & Reference,3.9,1000,0,26,6,1382,0,1,30,3
1385,Books & Reference,4.3,1000,0,26,6,1382,0,1,2,3
1387,Books & Reference,3.9,5000,0,26,6,1382,0,1,2,3
1390,Books & Reference,4.5,1000,0,26,6,1382,0,1,2,3
1445,Books & Reference,4.3,5000,0,26,6,1382,0,1,1,3
1448,Books & Reference,4.3,5000,0,26,6,1382,0,1,1,3
1449,Books & Reference,4.2,5000,0,26,6,1382,0,1,3,3
1450,Books & Reference,4.1,5000,0,26,6,1382,0,1,9,3
1452,Books & Reference,4.2,5000,0,26,6,1382,0,1,9,3
1504,Books & Reference,4.2,5000,0,26,6,1382,0,1,4,3
1505,Books & Reference,4.4,5000,0,26,6,1382,0,1,6,3
1507,Books & Reference,4.5,5000,0,26,6,1382,0,1,5,3
1509,Books & Reference,4.1,10000,0,26,6,1382,0,1,4,3
1510,Books & Reference,4.6,5000,0,26,6,1382,0,1,3,3
1591,Books & Reference,4.4,10000,0,26,6,1382,0,1,3,3
2812,Tools,3.5,1000,51,18,3,1413,2,0,5,8
3944,Weather,3.6,50000,51,20,3,1434,0,0,18,2
3751,Entertainment,4.1,1000,0,22,3,1436,0,0,7,6
2924,Tools,3.4,50000,51,23,6,1473,0,0,10,8
1602,Entertainment,3.9,5000,50,12,3,1487,0,0,2,0
1717,Education,4.6,1000,50,12,3,1487,1,0,13,0
2702,Education,3.9,10000,50,12,3,1487,1,0,2,0
3469,Media & Video,3.1,1000,92,12,3,1487,1,0,2,0
3732,Business,4.1,10000,92,12,3,1487,1,0,4,0
3746,Business,3.2,1000,92,12,3,1487,1,0,2,0
2382,Transportation,5,1000,0,28,6,1512,0,0,17,4
428,Arcade,3.6,50000,0,22,3,1514,0,0,2,1
1706,Card,4,1000,0,23,6,1523,0,0,9,3
2978,Productivity,4.2,10000,0,22,3,1530,0,1,9,4
4191,Productivity,3.7,10000,0,20,3,1567,0,0,6,1
2953,Photography,3.4,100000,0,21,3,1603,0,2,10,3
2968,Personalization,3.7,100000,51,31,3,1616,0,1,14,8
3605,Sports,4.1,500000,92,32,68458,1618,0,2,4,642
2893,Social,3.7,5000,50,29,3,1624,2,0,4,12
4196,Entertainment,4,1000,0,27,6,1667,0,0,14,5
1206,Books & Reference,4.6,100000,0,27,3,1682,0,1,6,3
2808,Comics,5,1000,51,34,6,1706,0,0,18,2
3920,Comics,4.7,1000,51,34,6,1706,0,0,7,2
833,Education,3.1,5000,92,13,6,1707,2,0,14,0
838,Education,3.2,10000,92,13,6,1707,2,0,2,0
3757,Lifestyle,3,1000,50,13,6,1707,0,0,2,0
2686,Photography,3.9,1000,0,32,6,1711,1,0,7,7
2726,Business,3.7,10000,51,30,3,1716,1,0,3,0
2717,Puzzle,3.9,10000,0,30,3,1753,0,0,3,2
3840,Entertainment,3.5,1000,51,27,3,1754,0,0,40,2
1068,Finance,4.2,1000,51,21,6,1757,1,0,3,4
3733,Music & Audio,4.6,5000,0,25,3,1788,0,1,4,10
2720,Travel & Local,3.6,5000,51,32,3,1796,0,0,2,7
3907,Education,4.2,50000,0,30,3,1839,0,1,2,11
4176,Education,4,10000,0,23,3,1850,2,0,7,9
1599,Health & Fitness,4.4,5000,51,16,3,1871,1,0,4,0
2015,Health & Fitness,3.9,5000,0,36,6,1878,0,0,2,0
126,Weather,4,100000,0,30,3,1915,0,2,14,4
2872,Education,3.5,10000,0,30,3,1933,0,1,4,3
1610,Lifestyle,3.6,10000,51,24,3,1959,0,0,3,3
3933,Puzzle,4.2,10000,0,29,3,1962,0,0,6,3
2013,Weather,4.2,5000,51,32,3,2035,0,1,8,11
2029,Health & Fitness,3.1,10000,0,46,3,2037,0,0,8,0
792,Health & Fitness,3.7,10000,0,29,3,2039,0,0,5,6
2952,Tools,4.4,10000,0,37,6,2055,0,0,10,12
2499,Casual,3.7,100000,51,15,6,2056,2,3,2,73
243,Communication,4.4,100000,0,29,3,2092,0,0,6,1
1972,Finance,4,1000,51,35,6,2098,2,0,10,5
1351,Books & Reference,4.6,1000,51,13,3,2105,0,0,8,1
3718,Personalization,4.1,10000,0,11,3,2131,0,0,5,2
1304,Education,4,1000,0,11,3,2133,0,0,3,0
1519,Shopping,3.6,5000,0,43,3,2245,0,0,10,7
3774,Tools,3.9,1000,0,29,3,2250,0,0,2,11
1406,Lifestyle,3.4,1000,51,41,3,2262,3,0,2,10
2698,Tools,3.5,10000,0,34,3,2292,0,0,2,2
3930,Tools,4,10000,0,27,3,2315,0,0,2,12
382,Weather,4.3,1000000,0,28,3,2369,0,1,5,8
3975,Personalization,3.9,100000,0,24,3,2382,0,1,6,0
3745,Tools,4.4,5000,51,45,3,2393,4,0,10,4
333,Productivity,4.3,10000,0,20,3,2408,0,0,2,4
2789,Personalization,4.1,50000,0,14,3,2418,0,2,17,1
2703,Health & Fitness,3.9,1000,50,31,3,2433,1,0,9,4
2028,Tools,4.1,50000,51,40,6,2515,1,0,3,11
2920,Social,4.1,10000,51,43,6,2546,0,1,18,9
701,Tools,4.1,50000,0,30,3,2558,0,1,2,1
3891,Tools,4.2,5000,0,36,6,2561,0,0,1,8
2740,Personalization,3.7,50000,0,14,3,2580,0,2,13,1
1963,Personalization,4.3,50000,0,33,3,2617,0,0,9,19
3671,Social,3,100000,50,38,3,2660,1,0,4,18
4178,Lifestyle,3.8,10000,51,18,6,2668,1,0,6,5
213,Puzzle,4.4,10000,0,26,6,2695,0,1,5,6
2946,Personalization,3.6,5000,0,23,3,2720,0,0,27,9
2948,Entertainment,3.4,10000,0,23,3,2720,0,0,6,9
1854,Casual,4.9,5000,51,26,6,2731,0,0,3,8
3932,Finance,4,5000,51,57,3,2735,3,0,2,4
2973,Personalization,3.9,100000,51,40,3,2747,0,0,4,17
1613,Tools,4.3,5000,0,47,6,2756,0,0,16,3
2867,Transportation,3.2,10000,51,50,3,2762,0,0,3,1
102,Tools,4,100000,0,39,3,2841,2,1,4,12
160,Tools,4,100000,0,42,6,2875,0,0,4,9
529,Finance,4.2,10000,51,78,3,2886,4,0,6,0
2058,Books & Reference,3.7,10000,51,38,3,2918,2,0,32,4
4234,Entertainment,4.3,10000,0,42,6,2923,0,0,2,10
2847,Communication,3.8,10000,50,36,3,2934,0,0,8,2
4439,Media & Video,3,1000,51,37,6,2958,0,1,4,4
3728,Tools,4.4,1000,0,46,3,2970,0,0,1,2
604,Educational,3.6,5000,0,11,3,2989,0,0,8,11
2795,Books & Reference,3.8,1000,0,58,6,3023,3,2,3,15
2846,Communication,4.4,5000,50,59,6,3060,0,0,4,10
2040,Productivity,3.7,50000,50,36,3,3064,1,1,5,17
3641,Education,3.2,5000,0,37,6,3081,0,2,17,2
2281,Shopping,3.7,1000,50,64,3,3089,4,0,7,0
3982,Books & Reference,4.2,100000,0,21,3,3092,0,0,15,5
3747,Personalization,4.2,5000,0,53,3,3104,0,0,1,6
2987,Tools,4.2,50000,0,30,3,3115,0,0,1,22
4440,Education,3.6,5000,0,35,3,3122,0,1,2,5
2806,Personalization,4,100000,0,14,3,3138,0,2,9,1
2756,Tools,4.3,1000,51,41,3,3151,0,0,2,5
3772,Education,3.4,1000,0,23,3,3201,0,0,2,9
2831,Puzzle,3.4,5000,0,24,3,3202,0,0,5,74
3936,Productivity,3.6,10000,51,23,3,3227,1,1,24,10
3922,Education,3.6,10000,51,40,3,3275,0,0,5,2
3980,Communication,4.2,1000000,0,37,3,3286,3,1,14,5
2853,Media & Video,3.4,10000,51,81,3,3325,0,1,1,11
1851,Photography,4,1000,0,31,6,3326,0,0,2,6
1401,Puzzle,4,1000,0,44,3,3337,0,0,2,5
2733,Tools,4.6,1000,51,35,3,3348,5,2,4,6
3756,Social,4.1,5000,50,51,6,3417,6,1,3,5
2913,Travel & Local,3.5,10000,51,53,3,3483,0,0,2,14
2892,Social,4.4,1000,51,59,3,3492,3,0,4,11
369,Weather,4.1,500000,0,41,6,3494,0,1,11,8
1052,Finance,4,1000,50,56,6,3498,1,0,6,18
516,Entertainment,3,1000,51,45,6,3510,0,0,5,14
259,Weather,4.2,100000,0,45,3,3559,0,2,5,11
373,Weather,4.2,500000,0,45,3,3559,0,2,6,11
383,Weather,4.3,1000000,0,45,3,3559,0,2,6,11
275,Weather,4.1,500000,0,45,3,3563,0,2,2,11
4225,Personalization,4.3,1000,0,28,6,3575,0,0,10,7
654,Entertainment,4.1,50000,51,51,6,3577,0,0,15,14
2090,Shopping,3.3,5000,0,56,3,3588,0,0,4,8
2714,Comics,3.3,10000,51,61,9,3595,0,2,5,11
3896,Comics,4.8,5000,51,61,9,3595,0,2,1,11
3698,Education,4.3,1000,51,39,6,3627,0,0,4,2
2045,Communication,4.1,100000,0,47,3,3659,0,5,4,9
847,Education,4.5,50000,0,55,3,3682,0,1,4,12
2911,Tools,4.5,10000,0,69,3,3699,0,1,4,11
2035,Books & Reference,3.2,10000,50,29,3,3734,4,1,8,26
1796,Business,4.5,1000,0,21,3,3801,0,0,4,4
3665,Tools,3.7,5000,0,60,3,3806,0,1,18,6
2734,Personalization,3.9,1000,0,31,6,3832,0,0,2,9
4114,Personalization,4.5,50000,53,56,3,3908,25,0,11,18
4307,Personalization,4,50000,0,29,3,3997,0,0,1,8
2917,Communication,3.9,10000,0,8,6,4040,0,1,1,0
4127,Personalization,4.4,10000,51,59,6,4055,0,0,3,19
4212,Personalization,4.5,10000,51,59,6,4055,0,0,4,19
2,Education,4,10000,0,47,6,4090,0,0,7,22
4202,Personalization,4.5,10000,50,58,3,4092,25,0,3,19
3939,Health & Fitness,3.3,10000,0,56,3,4099,0,0,2,4
364,Personalization,4.3,500000,51,36,3,4102,0,0,1,10
3410,Education,3.5,50000,0,44,3,4115,0,0,3,3
4091,Personalization,4.3,50000,51,59,6,4131,0,0,11,19
4231,Personalization,4.4,50000,51,59,6,4144,0,0,2,19
4230,Personalization,4.6,10000,51,61,6,4147,0,0,5,19
3916,Sports,4.3,10000,0,65,3,4149,0,0,10,16
4168,Personalization,4.3,10000,51,36,3,4152,0,0,17,10
3766,Business,4.3,1000,51,32,3,4158,0,0,5,1
2860,Shopping,4.1,50000,51,39,6,4171,0,0,8,3
3895,Personalization,3.9,5000,0,49,3,4177,0,2,5,31
1169,Arcade,4,100000,0,50,6,4180,0,0,2,10
4244,Personalization,4.6,100000,51,61,6,4203,0,0,3,19
1191,Education,3.9,5000,51,33,6,4215,0,0,2,8
3531,Travel & Local,4.3,10000,51,57,3,4228,0,0,4,10
1057,Finance,4.2,1000,50,56,6,4260,1,0,5,18
585,Puzzle,3.6,10000,0,54,3,4302,0,0,5,25
1264,News & Magazines,3.7,1000,51,59,3,4306,0,1,5,9
3915,Communication,3.8,10000,50,65,3,4343,2,0,10,16
657,Tools,4.3,50000,0,52,6,4363,0,0,14,16
4088,Personalization,4.1,10000,0,27,6,4372,0,0,10,6
882,Education,4.4,50000,0,67,3,4394,0,1,8,14
3961,Music & Audio,3.9,10000,51,77,3,4451,0,1,2,22
2034,Education,3.8,50000,51,40,3,4472,0,0,8,7
3914,Media & Video,3.9,10000,51,46,3,4496,0,1,10,12
3970,Transportation,4.3,100000,50,39,6,4510,4,0,4,5
2239,Social,4.7,50000,51,45,6,4514,0,0,7,14
4147,Personalization,4.3,10000,51,37,3,4514,0,0,7,10
3743,Lifestyle,4.7,5000,51,52,3,4549,0,0,4,20
3913,Tools,4.3,10000,51,69,3,4558,0,0,10,7
3730,Communication,4.6,10000,51,50,9,4567,0,1,6,12
3934,Tools,4.1,10000,0,46,3,4739,4,1,3,12
2962,Finance,3.9,50000,50,39,6,4748,0,0,12,12
2020,Tools,3.9,5000,51,52,3535,4763,0,0,7,22
1720,Communication,4.1,1000,51,48,3,4785,0,1,9,13
2247,Books & Reference,4.6,100000,0,59,6,4792,0,1,8,26
2687,Business,4.2,10000,51,55,9,4806,0,1,2,4
133,Puzzle,4,100000,51,70,6,4852,0,1,4,5
3729,Tools,3.9,1000,0,82,6,4861,0,2,8,25
206,Casual,4.1,50000,0,60,3,4870,0,0,4,0
497,Education,4.1,10000,51,80,6,4877,0,1,1,8
127,Puzzle,3.9,100000,51,70,6,4892,0,1,9,5
3753,Tools,4,5000,51,52,3535,4892,0,0,2,21
3949,Tools,3.9,10000,51,49,9,4933,0,0,5,41
2894,Entertainment,3.1,10000,51,57,6,4934,1,2,4,15
931,Finance,4.6,1000,51,51,3,5024,0,0,1,9
3899,Tools,4,5000,0,55,3,5027,3,0,3,27
1054,Tools,3.4,5000,51,42,3,5029,1,0,6,16
1219,Personalization,4.4,1000,0,51,6,5060,0,4,2,11
1512,Personalization,4.5,1000,0,51,6,5060,0,4,5,11
1698,Personalization,4.3,5000,0,51,6,5060,0,4,3,11
1702,Personalization,4.2,5000,0,51,6,5060,0,4,11,11
2520,Communication,4.7,1000,0,95,3,5070,0,0,14,0
3929,Communication,3.8,10000,50,63,9,5109,2,0,16,9
4102,Personalization,4.5,100000,51,77,6,5147,0,0,5,22
1338,Tools,4.2,1000,51,61,6,5157,0,0,3,36
2914,Tools,4.1,5000,0,66,9,5187,0,0,12,9
3,Productivity,4.3,10000,0,30,3,5210,0,1,3,10
2851,Health & Fitness,3.8,5000,51,79,3,5244,1,0,2,5
472,Tools,3.8,50000,51,36,6,5303,2,0,13,3
3846,Arcade,3.3,100000,0,55,12,5370,0,5,3,19
1709,Tools,4.4,5000,0,53,3,5392,1,2,3,13
746,Productivity,4,1000,51,64,6,5401,0,0,10,6
1197,Education,3.9,1000,51,54,3676,5515,0,0,4,20
1578,Puzzle,5,1000,92,59,6,5524,1,0,26,16
2849,Tools,4.2,1000,51,67,3,5547,2,1,2,13
2985,Entertainment,4.3,500000,51,54,6,5548,3,1,10,25
2033,Entertainment,3.1,10000,51,66,6,5563,1,0,7,14
3968,Transportation,4.1,100000,50,58,3676,5602,1,0,8,20
2832,Media & Video,3.4,5000,51,61,3679,5621,0,1,4,20
1711,Communication,5,1000,0,37,3,5687,0,2,6,9
3885,Communication,4,5000,0,37,3,5687,0,2,1,9
2797,Business,3.3,1000,0,58,3,5689,1,0,4,8
1394,Transportation,3.4,1000,50,49,3,5740,0,0,2,8
187,Personalization,4.2,10000,0,85,3,5789,1,2,3,24
1306,Productivity,3.5,1000,50,62,3,5794,1,0,1,9
366,Personalization,4.4,100000,0,85,3,5809,1,2,10,24
3882,Tools,4.4,1000,0,105,6,5838,1,1,6,26
2763,Puzzle,3.5,1000,0,56,3,5854,0,8,11,28
2016,Tools,3.7,10000,0,65,3,5937,1,1,14,17
4117,Tools,4.2,50000,51,26,3,5940,1,2,23,6
4151,Personalization,3.5,10000,51,47,3,5968,2,1,8,15
3960,Tools,4.1,50000,0,47,3,5987,1,0,4,8
2970,Tools,4,100000,51,69,6,6007,1,0,1,53
1917,Sports,3.3,10000,51,61,5117,6021,0,0,2,20
2168,Sports,3.4,10000,51,61,5117,6021,0,0,5,20
2170,Sports,3.6,10000,51,61,5117,6021,0,0,4,20
2173,Sports,3.1,10000,51,61,5117,6021,0,0,13,20
2175,Sports,3.7,1000,51,61,5117,6021,0,0,14,20
2176,Sports,3.9,1000,51,61,5117,6021,0,0,2,20
2178,Sports,3.5,1000,51,61,5117,6021,0,0,13,20
2180,Sports,3.5,1000,51,61,5117,6021,0,0,10,20
2181,Sports,3.7,1000,51,61,5117,6021,0,0,3,20
2182,Sports,3.8,1000,51,61,5117,6021,0,0,15,20
2184,Sports,3.2,1000,51,61,5117,6021,0,0,3,20
2185,Sports,3.6,1000,51,61,5117,6021,0,0,7,20
2186,Sports,3.9,1000,51,61,5117,6021,0,0,12,20
2187,Sports,3.7,1000,51,61,5117,6021,0,0,8,20
2188,Sports,3.3,1000,51,61,5117,6021,0,0,2,20
2189,Sports,3.6,1000,51,61,5117,6021,0,0,7,20
2190,Sports,3.8,1000,51,61,5117,6021,0,0,8,20
2191,Sports,3.1,5000,51,61,5117,6021,0,0,7,20
2192,Sports,3.5,1000,51,61,5117,6021,0,0,7,20
2193,Sports,3.7,1000,51,61,5117,6021,0,0,8,20
2194,Sports,3.7,1000,51,61,5117,6021,0,0,7,20
2195,Sports,3.4,50000,51,61,5117,6021,0,0,7,20
2196,Sports,3.6,1000,51,61,5117,6021,0,0,2,20
2197,Sports,3.6,1000,51,61,5117,6021,0,0,7,20
2198,Sports,3.3,1000,51,61,5117,6021,0,0,7,20
2199,Sports,3.9,1000,51,61,5117,6021,0,0,7,20
2200,Sports,3.8,5000,51,61,5117,6021,0,0,7,20
2201,Sports,3.8,1000,51,61,5117,6021,0,0,13,20
2202,Sports,3.7,5000,51,61,5117,6021,0,0,14,20
2203,Sports,3.7,10000,51,61,5117,6021,0,0,8,20
2204,Sports,3.4,10000,51,61,5117,6021,0,0,7,20
2205,Sports,3.9,5000,51,61,5117,6021,0,0,12,20
2207,Sports,4,10000,51,61,5117,6021,0,0,13,20
3778,News & Magazines,3.1,1000,51,38,3,6098,2,0,3,4
3754,Tools,4.4,1000,0,60,9,6106,1,0,3,28
1227,Lifestyle,3.2,10000,51,99,3,6131,1,1,2,24
2713,Health & Fitness,3.1,10000,51,87,3,6131,2,1,2,10
737,Education,4.7,50000,51,61,5098,6167,0,0,3,25
1467,Finance,3.1,5000,51,60,3660,6171,0,0,11,25
2858,Transportation,4.3,5000,51,59,3663,6178,0,0,4,31
2910,Tools,3.6,5000,0,52,6,6219,0,3,3,13
3923,Tools,3.3,5000,51,85,9,6222,2,1,5,18
3666,Finance,4.4,100000,0,47,3,6259,0,0,4,18
1715,Media & Video,3.3,10000,51,63,5111,6275,0,0,3,24
3355,Finance,4.3,1000,51,114,3,6339,1,0,4,18
3948,Communication,4.4,10000,50,51,6,6381,4,0,3,13
3902,Productivity,4.9,1000,0,60,6,6434,0,0,4,21
1063,Finance,4.2,10000,51,67,3676,6449,0,0,4,21
3952,Casual,3.7,50000,51,69,5111,6471,0,0,4,21
3990,Casual,4.5,5000,51,73,9,6482,0,0,3,19
2037,Personalization,4.4,10000,51,89,3466,6550,0,0,2,40
2878,Media & Video,4.7,5000,51,89,3466,6551,0,0,1,40
3787,Personalization,4.7,1000,51,89,3466,6551,0,0,2,40
1518,Personalization,4,1000,51,89,3466,6552,0,0,2,40
2741,Media & Video,4.9,1000,51,89,3466,6552,0,0,14,40
3877,Lifestyle,4.7,1000,51,89,3466,6552,0,0,5,40
1604,Finance,4.3,1000,0,71,6,6570,0,0,3,19
2980,Medical,4,100000,51,66,3,6589,0,0,10,14
2222,Health & Fitness,3.2,100000,51,78,3,6609,0,2,1,17
2959,Entertainment,4.2,10000,50,47,3,6613,3,1,4,9
2921,Tools,3.6,1000,51,71,5098,6629,0,0,15,25
1464,Entertainment,4.8,1000,50,50,6,6650,3,1,4,9
1716,Tools,4.3,1000,0,75,3,6666,3,2,11,12
1345,Travel & Local,3.7,1000,51,65,6,6738,0,0,9,24
135,Music & Audio,3.7,100000,51,64,5111,6782,0,0,7,20
3830,Tools,4.2,50000,51,74,5111,6791,0,1,2,21
2760,Tools,4.6,100000,51,51,6,6823,0,2,3,15
2460,Music & Audio,4,10000,51,55,3,6851,0,1,5,14
2700,Tools,3.8,10000,51,65,5098,6857,1,1,7,27
1842,Tools,4.2,10000,51,52,6,6919,1,0,2,34
2050,Card,4.2,10000,51,80,5117,6936,0,0,6,22
655,Entertainment,4.2,50000,51,64,3,6945,2,0,12,5
2982,Communication,4.4,100000,51,68,6,6946,0,1,8,52
1004,Health & Fitness,3.6,10000,0,78,6,6963,0,0,6,9
