Files,LevenDistance
fcntlmodule.fcntl_lockf()-fcntlmodule.fcntl_fcntl(),51.0
fcntlmodule.fcntl_lockf()-fcntlmodule.ins(),69.0
fcntlmodule.fcntl_lockf()-cmathmodule.c_asin(),77.0
fcntlmodule.fcntl_lockf()-fpetestmodule.db0(),92.0
fcntlmodule.fcntl_lockf()-audioop.audioop_cross(),53.0
fcntlmodule.fcntl_lockf()-cmathmodule.c_cos(),84.0
fcntlmodule.fcntl_lockf()-audioop.search(),77.0
fcntlmodule.fcntl_lockf()-fpetestmodule.nest2(),84.0
fcntlmodule.fcntl_lockf()-cmathmodule.c_atan(),83.0
fcntlmodule.fcntl_lockf()-fpectlmodule.fpe_reset(),89.0
fcntlmodule.fcntl_lockf()-cmathmodule.cmath_log(),60.0
fcntlmodule.fcntl_lockf()-audioop.audioop_reverse(),61.0
fcntlmodule.fcntl_lockf()-audioop.audioop_tostereo(),60.0
fcntlmodule.fcntl_lockf()-cmathmodule.c_log(),86.0
fcntlmodule.fcntl_lockf()-audioop.audioop_mul(),55.0
fcntlmodule.fcntl_lockf()-grpmodule.grp_getgrnam(),62.0
fcntlmodule.fcntl_lockf()-fpetestmodule.test(),68.0
fcntlmodule.fcntl_lockf()-fpectlmodule.sigfpe_handler(),87.0
fcntlmodule.fcntl_lockf()-grpmodule.initgrp(),75.0
fcntlmodule.fcntl_lockf()-audioop.audioop_lin2alaw(),58.0
fcntlmodule.fcntl_lockf()-audioop.gcd(),85.0
fcntlmodule.fcntl_lockf()-audioop.audioop_ratecv(),81.0
fcntlmodule.fcntl_lockf()-audioop.audioop_minmax(),51.0
fcntlmodule.fcntl_ioctl()-audioop.audioop_lin2lin(),61.0
fcntlmodule.fcntl_ioctl()-grpmodule.grp_getgrgid(),79.0
fcntlmodule.fcntl_ioctl()-cmathmodule.c_prodi(),95.0
fcntlmodule.fcntl_ioctl()-fcntlmodule.fcntl_fcntl(),50.0
fcntlmodule.fcntl_ioctl()-fcntlmodule.ins(),83.0
fcntlmodule.fcntl_ioctl()-cmathmodule.c_asin(),86.0
fcntlmodule.fcntl_ioctl()-fpetestmodule.db0(),96.0
fcntlmodule.fcntl_ioctl()-audioop.audioop_cross(),70.0
fcntlmodule.fcntl_ioctl()-cmathmodule.c_cos(),91.0
fcntlmodule.fcntl_ioctl()-audioop.search(),88.0
fcntlmodule.fcntl_ioctl()-fpetestmodule.nest2(),91.0
fcntlmodule.fcntl_ioctl()-cmathmodule.c_atan(),90.0
fcntlmodule.fcntl_ioctl()-fpectlmodule.fpe_reset(),94.0
fcntlmodule.fcntl_ioctl()-cmathmodule.cmath_log(),66.0
fcntlmodule.fcntl_ioctl()-audioop.audioop_reverse(),64.0
fcntlmodule.fcntl_ioctl()-audioop.audioop_tostereo(),61.0
fcntlmodule.fcntl_ioctl()-cmathmodule.c_log(),92.0
fcntlmodule.fcntl_ioctl()-audioop.audioop_mul(),63.0
fcntlmodule.fcntl_ioctl()-grpmodule.grp_getgrnam(),76.0
fcntlmodule.fcntl_ioctl()-fpetestmodule.test(),74.0
fcntlmodule.fcntl_ioctl()-fpectlmodule.sigfpe_handler(),92.0
fcntlmodule.fcntl_ioctl()-grpmodule.initgrp(),85.0
fcntlmodule.fcntl_ioctl()-audioop.audioop_lin2alaw(),67.0
fcntlmodule.fcntl_ioctl()-audioop.gcd(),92.0
fcntlmodule.fcntl_ioctl()-audioop.audioop_ratecv(),72.0
fcntlmodule.fcntl_ioctl()-audioop.audioop_minmax(),69.0
fcntlmodule.fcntl_ioctl()-fcntlmodule.fcntl_lockf(),61.0
audioop.audioop_tomono()-audioop.audioop_lin2lin(),37.0
audioop.audioop_tomono()-grpmodule.grp_getgrgid(),75.0
audioop.audioop_tomono()-cmathmodule.c_prodi(),93.0
audioop.audioop_tomono()-fcntlmodule.fcntl_fcntl(),62.0
audioop.audioop_tomono()-fcntlmodule.ins(),78.0
audioop.audioop_tomono()-cmathmodule.c_asin(),84.0
audioop.audioop_tomono()-fpetestmodule.db0(),94.0
audioop.audioop_tomono()-audioop.audioop_cross(),51.0
audioop.audioop_tomono()-cmathmodule.c_cos(),88.0
audioop.audioop_tomono()-audioop.search(),82.0
audioop.audioop_tomono()-fpetestmodule.nest2(),88.0
audioop.audioop_tomono()-cmathmodule.c_atan(),88.0
audioop.audioop_tomono()-fpectlmodule.fpe_reset(),92.0
audioop.audioop_tomono()-cmathmodule.cmath_log(),56.0
audioop.audioop_tomono()-audioop.audioop_reverse(),32.0
audioop.audioop_tomono()-audioop.audioop_tostereo(),15.0
audioop.audioop_tomono()-cmathmodule.c_log(),90.0
audioop.audioop_tomono()-audioop.audioop_mul(),17.0
audioop.audioop_tomono()-grpmodule.grp_getgrnam(),71.0
audioop.audioop_tomono()-fpetestmodule.test(),75.0
audioop.audioop_tomono()-fpectlmodule.sigfpe_handler(),90.0
audioop.audioop_tomono()-grpmodule.initgrp(),82.0
audioop.audioop_tomono()-audioop.audioop_lin2alaw(),43.0
audioop.audioop_tomono()-audioop.gcd(),88.0
audioop.audioop_tomono()-audioop.audioop_ratecv(),73.0
audioop.audioop_tomono()-audioop.audioop_minmax(),51.0
audioop.audioop_tomono()-fcntlmodule.fcntl_lockf(),58.0
audioop.audioop_tomono()-fcntlmodule.fcntl_ioctl(),62.0
audioop.audioop_max()-audioop.audioop_lin2lin(),45.0
audioop.audioop_max()-grpmodule.grp_getgrgid(),62.0
audioop.audioop_max()-cmathmodule.c_prodi(),88.0
audioop.audioop_max()-fcntlmodule.fcntl_fcntl(),56.0
audioop.audioop_max()-fcntlmodule.ins(),64.0
audioop.audioop_max()-cmathmodule.c_asin(),75.0
audioop.audioop_max()-fpetestmodule.db0(),90.0
audioop.audioop_max()-audioop.audioop_cross(),9.0
audioop.audioop_max()-cmathmodule.c_cos(),80.0
audioop.audioop_max()-audioop.search(),67.0
audioop.audioop_max()-fpetestmodule.nest2(),79.0
audioop.audioop_max()-cmathmodule.c_atan(),80.0
audioop.audioop_max()-fpectlmodule.fpe_reset(),87.0
audioop.audioop_max()-cmathmodule.cmath_log(),49.0
audioop.audioop_max()-audioop.audioop_reverse(),35.0
audioop.audioop_max()-audioop.audioop_tostereo(),53.0
audioop.audioop_max()-cmathmodule.c_log(),83.0
audioop.audioop_max()-audioop.audioop_mul(),41.0
audioop.audioop_max()-grpmodule.grp_getgrnam(),60.0
audioop.audioop_max()-fpetestmodule.test(),75.0
audioop.audioop_max()-fpectlmodule.sigfpe_handler(),84.0
audioop.audioop_max()-grpmodule.initgrp(),73.0
audioop.audioop_max()-audioop.audioop_lin2alaw(),30.0
audioop.audioop_max()-audioop.gcd(),78.0
audioop.audioop_max()-audioop.audioop_ratecv(),84.0
audioop.audioop_max()-audioop.audioop_minmax(),7.0
audioop.audioop_max()-fcntlmodule.fcntl_lockf(),53.0
audioop.audioop_max()-fcntlmodule.fcntl_ioctl(),70.0
audioop.audioop_max()-audioop.audioop_tomono(),50.0
cmathmodule.c_log10()-audioop.audioop_lin2lin(),87.0
cmathmodule.c_log10()-grpmodule.grp_getgrgid(),71.0
cmathmodule.c_log10()-cmathmodule.c_prodi(),53.0
cmathmodule.c_log10()-fcntlmodule.fcntl_fcntl(),83.0
cmathmodule.c_log10()-fcntlmodule.ins(),68.0
cmathmodule.c_log10()-cmathmodule.c_asin(),50.0
cmathmodule.c_log10()-fpetestmodule.db0(),65.0
cmathmodule.c_log10()-audioop.audioop_cross(),81.0
cmathmodule.c_log10()-cmathmodule.c_cos(),25.0
cmathmodule.c_log10()-audioop.search(),64.0
cmathmodule.c_log10()-fpetestmodule.nest2(),58.0
