Files,LevenDistance
mod_file_cache.cachefilemmap()-mod_cache.add_ignore_session_id(),74.0
mod_file_cache.cachefilemmap()-http_core.http_create_request(),76.0
mod_file_cache.cachefilemmap()-http_core.set_keep_alive_max(),47.0
mod_file_cache.cachefilemmap()-http_core.set_keep_alive(),63.0
mod_cache.register_hooks()-http_core.set_keep_alive_timeout(),85.0
mod_cache.register_hooks()-mod_cache.set_cache_store_nostore(),86.0
mod_cache.register_hooks()-http_core.ap_process_http_async_connection(),69.0
mod_cache.register_hooks()-mod_cache.cache_out_filter(),76.0
mod_cache.register_hooks()-mod_file_cache.mmap_handler(),75.0
mod_cache.register_hooks()-mod_cache.add_cache_disable(),79.0
mod_cache.register_hooks()-mod_file_cache.sendfile_handler(),74.0
mod_cache.register_hooks()-mod_cache.cache_remove_url_filter(),82.0
mod_cache.register_hooks()-mod_cache.add_ignore_session_id(),76.0
mod_cache.register_hooks()-http_core.http_create_request(),79.0
mod_cache.register_hooks()-http_core.set_keep_alive_max(),86.0
mod_cache.register_hooks()-http_core.set_keep_alive(),82.0
mod_cache.register_hooks()-mod_file_cache.cachefilemmap(),89.0
mod_cache.add_ignore_header()-http_core.set_keep_alive_timeout(),63.0
mod_cache.add_ignore_header()-mod_cache.set_cache_store_nostore(),59.0
mod_cache.add_ignore_header()-http_core.ap_process_http_async_connection(),68.0
mod_cache.add_ignore_header()-mod_cache.cache_out_filter(),65.0
mod_cache.add_ignore_header()-mod_file_cache.mmap_handler(),80.0
mod_cache.add_ignore_header()-mod_cache.add_cache_disable(),45.0
mod_cache.add_ignore_header()-mod_file_cache.sendfile_handler(),80.0
mod_cache.add_ignore_header()-mod_cache.cache_remove_url_filter(),66.0
mod_cache.add_ignore_header()-mod_cache.add_ignore_session_id(),6.0
mod_cache.add_ignore_header()-http_core.http_create_request(),65.0
mod_cache.add_ignore_header()-http_core.set_keep_alive_max(),63.0
mod_cache.add_ignore_header()-http_core.set_keep_alive(),52.0
mod_cache.add_ignore_header()-mod_file_cache.cachefilemmap(),73.0
mod_cache.add_ignore_header()-mod_cache.register_hooks(),76.0
mod_file_cache.file_cache_handler()-http_core.set_keep_alive_timeout(),75.0
mod_file_cache.file_cache_handler()-mod_cache.set_cache_store_nostore(),78.0
mod_file_cache.file_cache_handler()-http_core.ap_process_http_async_connection(),66.0
mod_file_cache.file_cache_handler()-mod_cache.cache_out_filter(),67.0
mod_file_cache.file_cache_handler()-mod_file_cache.mmap_handler(),76.0
mod_file_cache.file_cache_handler()-mod_cache.add_cache_disable(),64.0
mod_file_cache.file_cache_handler()-mod_file_cache.sendfile_handler(),76.0
mod_file_cache.file_cache_handler()-mod_cache.cache_remove_url_filter(),67.0
mod_file_cache.file_cache_handler()-mod_cache.add_ignore_session_id(),65.0
mod_file_cache.file_cache_handler()-http_core.http_create_request(),68.0
mod_file_cache.file_cache_handler()-http_core.set_keep_alive_max(),76.0
mod_file_cache.file_cache_handler()-http_core.set_keep_alive(),68.0
mod_file_cache.file_cache_handler()-mod_file_cache.cachefilemmap(),84.0
mod_file_cache.file_cache_handler()-mod_cache.register_hooks(),77.0
mod_file_cache.file_cache_handler()-mod_cache.add_ignore_header(),64.0
http_core.http_port()-http_core.set_keep_alive_timeout(),55.0
http_core.http_port()-mod_cache.set_cache_store_nostore(),64.0
http_core.http_port()-http_core.ap_process_http_async_connection(),77.0
http_core.http_port()-mod_cache.cache_out_filter(),77.0
http_core.http_port()-mod_file_cache.mmap_handler(),88.0
http_core.http_port()-mod_cache.add_cache_disable(),62.0
http_core.http_port()-mod_file_cache.sendfile_handler(),88.0
http_core.http_port()-mod_cache.cache_remove_url_filter(),60.0
http_core.http_port()-mod_cache.add_ignore_session_id(),68.0
http_core.http_port()-http_core.http_create_request(),65.0
http_core.http_port()-http_core.set_keep_alive_max(),55.0
http_core.http_port()-http_core.set_keep_alive(),53.0
http_core.http_port()-mod_file_cache.cachefilemmap(),70.0
http_core.http_port()-mod_cache.register_hooks(),88.0
http_core.http_port()-mod_cache.add_ignore_header(),67.0
http_core.http_port()-mod_file_cache.file_cache_handler(),76.0
mod_file_cache.file_cache_post_config()-http_core.set_keep_alive_timeout(),69.0
mod_file_cache.file_cache_post_config()-mod_cache.set_cache_store_nostore(),61.0
mod_file_cache.file_cache_post_config()-http_core.ap_process_http_async_connection(),86.0
mod_file_cache.file_cache_post_config()-mod_cache.cache_out_filter(),84.0
mod_file_cache.file_cache_post_config()-mod_file_cache.mmap_handler(),92.0
mod_file_cache.file_cache_post_config()-mod_cache.add_cache_disable(),77.0
mod_file_cache.file_cache_post_config()-mod_file_cache.sendfile_handler(),92.0
mod_file_cache.file_cache_post_config()-mod_cache.cache_remove_url_filter(),73.0
mod_file_cache.file_cache_post_config()-mod_cache.add_ignore_session_id(),80.0
mod_file_cache.file_cache_post_config()-http_core.http_create_request(),74.0
mod_file_cache.file_cache_post_config()-http_core.set_keep_alive_max(),68.0
mod_file_cache.file_cache_post_config()-http_core.set_keep_alive(),76.0
mod_file_cache.file_cache_post_config()-mod_file_cache.cachefilemmap(),55.0
mod_file_cache.file_cache_post_config()-mod_cache.register_hooks(),90.0
mod_file_cache.file_cache_post_config()-mod_cache.add_ignore_header(),80.0
mod_file_cache.file_cache_post_config()-mod_file_cache.file_cache_handler(),84.0
mod_file_cache.file_cache_post_config()-http_core.http_port(),66.0
mod_cache.set_cache_factor()-http_core.set_keep_alive_timeout(),48.0
mod_cache.set_cache_factor()-mod_cache.set_cache_store_nostore(),41.0
mod_cache.set_cache_factor()-http_core.ap_process_http_async_connection(),74.0
mod_cache.set_cache_factor()-mod_cache.cache_out_filter(),68.0
mod_cache.set_cache_factor()-mod_file_cache.mmap_handler(),84.0
mod_cache.set_cache_factor()-mod_cache.add_cache_disable(),34.0
mod_cache.set_cache_factor()-mod_file_cache.sendfile_handler(),83.0
mod_cache.set_cache_factor()-mod_cache.cache_remove_url_filter(),62.0
mod_cache.set_cache_factor()-mod_cache.add_ignore_session_id(),48.0
mod_cache.set_cache_factor()-http_core.http_create_request(),73.0
mod_cache.set_cache_factor()-http_core.set_keep_alive_max(),48.0
mod_cache.set_cache_factor()-http_core.set_keep_alive(),48.0
mod_cache.set_cache_factor()-mod_file_cache.cachefilemmap(),62.0
mod_cache.set_cache_factor()-mod_cache.register_hooks(),82.0
mod_cache.set_cache_factor()-mod_cache.add_ignore_header(),46.0
mod_cache.set_cache_factor()-mod_file_cache.file_cache_handler(),68.0
mod_cache.set_cache_factor()-http_core.http_port(),57.0
mod_cache.set_cache_factor()-mod_file_cache.file_cache_post_config(),73.0
mod_cache.set_cache_maxex()-http_core.set_keep_alive_timeout(),43.0
mod_cache.set_cache_maxex()-mod_cache.set_cache_store_nostore(),17.0
mod_cache.set_cache_maxex()-http_core.ap_process_http_async_connection(),81.0
mod_cache.set_cache_maxex()-mod_cache.cache_out_filter(),76.0
mod_cache.set_cache_maxex()-mod_file_cache.mmap_handler(),88.0
mod_cache.set_cache_maxex()-mod_cache.add_cache_disable(),45.0
mod_cache.set_cache_maxex()-mod_file_cache.sendfile_handler(),88.0
mod_cache.set_cache_maxex()-mod_cache.cache_remove_url_filter(),67.0
mod_cache.set_cache_maxex()-mod_cache.add_ignore_session_id(),55.0
mod_cache.set_cache_maxex()-http_core.http_create_request(),71.0
mod_cache.set_cache_maxex()-http_core.set_keep_alive_max(),45.0
mod_cache.set_cache_maxex()-http_core.set_keep_alive(),51.0
mod_cache.set_cache_maxex()-mod_file_cache.cachefilemmap(),47.0
mod_cache.set_cache_maxex()-mod_cache.register_hooks(),85.0
mod_cache.set_cache_maxex()-mod_cache.add_ignore_header(),53.0
mod_cache.set_cache_maxex()-mod_file_cache.file_cache_handler(),76.0
mod_cache.set_cache_maxex()-http_core.http_port(),61.0
mod_cache.set_cache_maxex()-mod_file_cache.file_cache_post_config(),65.0
mod_cache.set_cache_maxex()-mod_cache.set_cache_factor(),33.0
mod_cache.set_cache_store_private()-http_core.set_keep_alive_timeout(),47.0
mod_cache.set_cache_store_private()-mod_cache.set_cache_store_nostore(),2.0
mod_cache.set_cache_store_private()-http_core.ap_process_http_async_connection(),82.0
mod_cache.set_cache_store_private()-mod_cache.cache_out_filter(),78.0
mod_cache.set_cache_store_private()-mod_file_cache.mmap_handler(),88.0
mod_cache.set_cache_store_private()-mod_cache.add_cache_disable(),52.0
mod_cache.set_cache_store_private()-mod_file_cache.sendfile_handler(),88.0
mod_cache.set_cache_store_private()-mod_cache.cache_remove_url_filter(),67.0
mod_cache.set_cache_store_private()-mod_cache.add_ignore_session_id(),60.0
mod_cache.set_cache_store_private()-http_core.http_create_request(),72.0
mod_cache.set_cache_store_private()-http_core.set_keep_alive_max(),46.0
mod_cache.set_cache_store_private()-http_core.set_keep_alive(),56.0
mod_cache.set_cache_store_private()-mod_file_cache.cachefilemmap(),46.0
mod_cache.set_cache_store_private()-mod_cache.register_hooks(),86.0
mod_cache.set_cache_store_private()-mod_cache.add_ignore_header(),59.0
mod_cache.set_cache_store_private()-mod_file_cache.file_cache_handler(),79.0
mod_cache.set_cache_store_private()-http_core.http_port(),64.0
mod_cache.set_cache_store_private()-mod_file_cache.file_cache_post_config(),61.0
mod_cache.set_cache_store_private()-mod_cache.set_cache_factor(),42.0
mod_cache.set_cache_store_private()-mod_cache.set_cache_maxex(),17.0
mod_cache.create_cache_config()-http_core.set_keep_alive_timeout(),69.0
mod_cache.create_cache_config()-mod_cache.set_cache_store_nostore(),68.0
mod_cache.create_cache_config()-http_core.ap_process_http_async_connection(),73.0
mod_cache.create_cache_config()-mod_cache.cache_out_filter(),70.0
mod_cache.create_cache_config()-mod_file_cache.mmap_handler(),83.0
mod_cache.create_cache_config()-mod_cache.add_cache_disable(),64.0
mod_cache.create_cache_config()-mod_file_cache.sendfile_handler(),83.0
mod_cache.create_cache_config()-mod_cache.cache_remove_url_filter(),68.0
mod_cache.create_cache_config()-mod_cache.add_ignore_session_id(),62.0
mod_cache.create_cache_config()-http_core.http_create_request(),69.0
mod_cache.create_cache_config()-http_core.set_keep_alive_max(),69.0
mod_cache.create_cache_config()-http_core.set_keep_alive(),66.0
mod_cache.create_cache_config()-mod_file_cache.cachefilemmap(),76.0
mod_cache.create_cache_config()-mod_cache.register_hooks(),80.0
mod_cache.create_cache_config()-mod_cache.add_ignore_header(),63.0
mod_cache.create_cache_config()-mod_file_cache.file_cache_handler(),69.0
mod_cache.create_cache_config()-http_core.http_port(),69.0
mod_cache.create_cache_config()-mod_file_cache.file_cache_post_config(),76.0
mod_cache.create_cache_config()-mod_cache.set_cache_factor(),63.0
mod_cache.create_cache_config()-mod_cache.set_cache_maxex(),66.0
mod_cache.create_cache_config()-mod_cache.set_cache_store_private(),68.0
http_core.ap_process_http_connection()-http_core.set_keep_alive_timeout(),75.0
http_core.ap_process_http_connection()-mod_cache.set_cache_store_nostore(),79.0
http_core.ap_process_http_connection()-http_core.ap_process_http_async_connection(),49.0
http_core.ap_process_http_connection()-mod_cache.cache_out_filter(),73.0
http_core.ap_process_http_connection()-mod_file_cache.mmap_handler(),77.0
http_core.ap_process_http_connection()-mod_cache.add_cache_disable(),71.0
http_core.ap_process_http_connection()-mod_file_cache.sendfile_handler(),76.0
http_core.ap_process_http_connection()-mod_cache.cache_remove_url_filter(),70.0
http_core.ap_process_http_connection()-mod_cache.add_ignore_session_id(),68.0
http_core.ap_process_http_connection()-http_core.http_create_request(),68.0
http_core.ap_process_http_connection()-http_core.set_keep_alive_max(),76.0
http_core.ap_process_http_connection()-http_core.set_keep_alive(),69.0
http_core.ap_process_http_connection()-mod_file_cache.cachefilemmap(),85.0
http_core.ap_process_http_connection()-mod_cache.register_hooks(),74.0
http_core.ap_process_http_connection()-mod_cache.add_ignore_header(),68.0
http_core.ap_process_http_connection()-mod_file_cache.file_cache_handler(),70.0
http_core.ap_process_http_connection()-http_core.http_port(),75.0
http_core.ap_process_http_connection()-mod_file_cache.file_cache_post_config(),85.0
http_core.ap_process_http_connection()-mod_cache.set_cache_factor(),73.0
http_core.ap_process_http_connection()-mod_cache.set_cache_maxex(),78.0
http_core.ap_process_http_connection()-mod_cache.set_cache_store_private(),79.0
http_core.ap_process_http_connection()-mod_cache.create_cache_config(),71.0
http_core.http_scheme()-http_core.set_keep_alive_timeout(),49.0
http_core.http_scheme()-mod_cache.set_cache_store_nostore(),57.0
http_core.http_scheme()-http_core.ap_process_http_async_connection(),78.0
http_core.http_scheme()-mod_cache.cache_out_filter(),77.0
http_core.http_scheme()-mod_file_cache.mmap_handler(),89.0
http_core.http_scheme()-mod_cache.add_cache_disable(),59.0
http_core.http_scheme()-mod_file_cache.sendfile_handler(),89.0
http_core.http_scheme()-mod_cache.cache_remove_url_filter(),61.0
http_core.http_scheme()-mod_cache.add_ignore_session_id(),66.0
http_core.http_scheme()-http_core.http_create_request(),66.0
http_core.http_scheme()-http_core.set_keep_alive_max(),48.0
http_core.http_scheme()-http_core.set_keep_alive(),50.0
http_core.http_scheme()-mod_file_cache.cachefilemmap(),61.0
http_core.http_scheme()-mod_cache.register_hooks(),88.0
http_core.http_scheme()-mod_cache.add_ignore_header(),65.0
http_core.http_scheme()-mod_file_cache.file_cache_handler(),76.0
http_core.http_scheme()-http_core.http_port(),16.0
http_core.http_scheme()-mod_file_cache.file_cache_post_config(),66.0
http_core.http_scheme()-mod_cache.set_cache_factor(),53.0
http_core.http_scheme()-mod_cache.set_cache_maxex(),54.0
http_core.http_scheme()-mod_cache.set_cache_store_private(),57.0
http_core.http_scheme()-mod_cache.create_cache_config(),70.0
http_core.http_scheme()-http_core.ap_process_http_connection(),77.0
mod_file_cache.register_hooks()-http_core.set_keep_alive_timeout(),66.0
mod_file_cache.register_hooks()-mod_cache.set_cache_store_nostore(),67.0
mod_file_cache.register_hooks()-http_core.ap_process_http_async_connection(),74.0
mod_file_cache.register_hooks()-mod_cache.cache_out_filter(),72.0
mod_file_cache.register_hooks()-mod_file_cache.mmap_handler(),82.0
mod_file_cache.register_hooks()-mod_cache.add_cache_disable(),65.0
mod_file_cache.register_hooks()-mod_file_cache.sendfile_handler(),82.0
mod_file_cache.register_hooks()-mod_cache.cache_remove_url_filter(),73.0
mod_file_cache.register_hooks()-mod_cache.add_ignore_session_id(),68.0
mod_file_cache.register_hooks()-http_core.http_create_request(),66.0
mod_file_cache.register_hooks()-http_core.set_keep_alive_max(),67.0
mod_file_cache.register_hooks()-http_core.set_keep_alive(),70.0
mod_file_cache.register_hooks()-mod_file_cache.cachefilemmap(),69.0
mod_file_cache.register_hooks()-mod_cache.register_hooks(),72.0
mod_file_cache.register_hooks()-mod_cache.add_ignore_header(),67.0
mod_file_cache.register_hooks()-mod_file_cache.file_cache_handler(),71.0
mod_file_cache.register_hooks()-http_core.http_port(),72.0
mod_file_cache.register_hooks()-mod_file_cache.file_cache_post_config(),73.0
mod_file_cache.register_hooks()-mod_cache.set_cache_factor(),64.0
mod_file_cache.register_hooks()-mod_cache.set_cache_maxex(),67.0
mod_file_cache.register_hooks()-mod_cache.set_cache_store_private(),67.0
mod_file_cache.register_hooks()-mod_cache.create_cache_config(),70.0
mod_file_cache.register_hooks()-http_core.ap_process_http_connection(),71.0
mod_file_cache.register_hooks()-http_core.http_scheme(),73.0
mod_cache.set_cache_ignore_cachecontrol()-http_core.set_keep_alive_timeout(),49.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.set_cache_store_nostore(),6.0
mod_cache.set_cache_ignore_cachecontrol()-http_core.ap_process_http_async_connection(),82.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.cache_out_filter(),78.0
mod_cache.set_cache_ignore_cachecontrol()-mod_file_cache.mmap_handler(),88.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.add_cache_disable(),54.0
mod_cache.set_cache_ignore_cachecontrol()-mod_file_cache.sendfile_handler(),88.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.cache_remove_url_filter(),69.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.add_ignore_session_id(),60.0
mod_cache.set_cache_ignore_cachecontrol()-http_core.http_create_request(),73.0
mod_cache.set_cache_ignore_cachecontrol()-http_core.set_keep_alive_max(),49.0
mod_cache.set_cache_ignore_cachecontrol()-http_core.set_keep_alive(),59.0
mod_cache.set_cache_ignore_cachecontrol()-mod_file_cache.cachefilemmap(),47.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.register_hooks(),86.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.add_ignore_header(),59.0
mod_cache.set_cache_ignore_cachecontrol()-mod_file_cache.file_cache_handler(),79.0
mod_cache.set_cache_ignore_cachecontrol()-http_core.http_port(),65.0
mod_cache.set_cache_ignore_cachecontrol()-mod_file_cache.file_cache_post_config(),61.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.set_cache_factor(),43.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.set_cache_maxex(),20.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.set_cache_store_private(),6.0
mod_cache.set_cache_ignore_cachecontrol()-mod_cache.create_cache_config(),69.0
mod_cache.set_cache_ignore_cachecontrol()-http_core.ap_process_http_connection(),79.0
mod_cache.set_cache_ignore_cachecontrol()-http_core.http_scheme(),58.0
mod_cache.set_cache_ignore_cachecontrol()-mod_file_cache.register_hooks(),66.0
mod_cache.cache_save_filter()-http_core.set_keep_alive_timeout(),97.0
mod_cache.cache_save_filter()-mod_cache.set_cache_store_nostore(),97.0
mod_cache.cache_save_filter()-http_core.ap_process_http_async_connection(),92.0
mod_cache.cache_save_filter()-mod_cache.cache_out_filter(),92.0
mod_cache.cache_save_filter()-mod_file_cache.mmap_handler(),84.0
mod_cache.cache_save_filter()-mod_cache.add_cache_disable(),95.0
mod_cache.cache_save_filter()-mod_file_cache.sendfile_handler(),84.0
mod_cache.cache_save_filter()-mod_cache.cache_remove_url_filter(),95.0
mod_cache.cache_save_filter()-mod_cache.add_ignore_session_id(),94.0
mod_cache.cache_save_filter()-http_core.http_create_request(),96.0
mod_cache.cache_save_filter()-http_core.set_keep_alive_max(),97.0
mod_cache.cache_save_filter()-http_core.set_keep_alive(),96.0
mod_cache.cache_save_filter()-mod_file_cache.cachefilemmap(),98.0
mod_cache.cache_save_filter()-mod_cache.register_hooks(),88.0
mod_cache.cache_save_filter()-mod_cache.add_ignore_header(),94.0
mod_cache.cache_save_filter()-mod_file_cache.file_cache_handler(),93.0
mod_cache.cache_save_filter()-http_core.http_port(),97.0
mod_cache.cache_save_filter()-mod_file_cache.file_cache_post_config(),98.0
mod_cache.cache_save_filter()-mod_cache.set_cache_factor(),96.0
mod_cache.cache_save_filter()-mod_cache.set_cache_maxex(),97.0
mod_cache.cache_save_filter()-mod_cache.set_cache_store_private(),97.0
mod_cache.cache_save_filter()-mod_cache.create_cache_config(),95.0
mod_cache.cache_save_filter()-http_core.ap_process_http_connection(),93.0
mod_cache.cache_save_filter()-http_core.http_scheme(),97.0
mod_cache.cache_save_filter()-mod_file_cache.register_hooks(),96.0
mod_cache.cache_save_filter()-mod_cache.set_cache_ignore_cachecontrol(),97.0
mod_cache.cache_post_config()-http_core.set_keep_alive_timeout(),62.0
mod_cache.cache_post_config()-mod_cache.set_cache_store_nostore(),57.0
mod_cache.cache_post_config()-http_core.ap_process_http_async_connection(),80.0
mod_cache.cache_post_config()-mod_cache.cache_out_filter(),77.0
mod_cache.cache_post_config()-mod_file_cache.mmap_handler(),89.0
mod_cache.cache_post_config()-mod_cache.add_cache_disable(),68.0
mod_cache.cache_post_config()-mod_file_cache.sendfile_handler(),89.0
mod_cache.cache_post_config()-mod_cache.cache_remove_url_filter(),64.0
mod_cache.cache_post_config()-mod_cache.add_ignore_session_id(),71.0
mod_cache.cache_post_config()-http_core.http_create_request(),66.0
mod_cache.cache_post_config()-http_core.set_keep_alive_max(),61.0
mod_cache.cache_post_config()-http_core.set_keep_alive(),66.0
mod_cache.cache_post_config()-mod_file_cache.cachefilemmap(),56.0
mod_cache.cache_post_config()-mod_cache.register_hooks(),87.0
mod_cache.cache_post_config()-mod_cache.add_ignore_header(),71.0
mod_cache.cache_post_config()-mod_file_cache.file_cache_handler(),77.0
mod_cache.cache_post_config()-http_core.http_port(),64.0
mod_cache.cache_post_config()-mod_file_cache.file_cache_post_config(),44.0
mod_cache.cache_post_config()-mod_cache.set_cache_factor(),63.0
mod_cache.cache_post_config()-mod_cache.set_cache_maxex(),59.0
mod_cache.cache_post_config()-mod_cache.set_cache_store_private(),57.0
mod_cache.cache_post_config()-mod_cache.create_cache_config(),69.0
mod_cache.cache_post_config()-http_core.ap_process_http_connection(),78.0
mod_cache.cache_post_config()-http_core.http_scheme(),64.0
mod_cache.cache_post_config()-mod_file_cache.register_hooks(),70.0
mod_cache.cache_post_config()-mod_cache.set_cache_ignore_cachecontrol(),57.0
mod_cache.cache_post_config()-mod_cache.cache_save_filter(),97.0
mod_file_cache.create_server_config()-http_core.set_keep_alive_timeout(),60.0
mod_file_cache.create_server_config()-mod_cache.set_cache_store_nostore(),50.0
mod_file_cache.create_server_config()-http_core.ap_process_http_async_connection(),84.0
mod_file_cache.create_server_config()-mod_cache.cache_out_filter(),81.0
mod_file_cache.create_server_config()-mod_file_cache.mmap_handler(),91.0
mod_file_cache.create_server_config()-mod_cache.add_cache_disable(),70.0
mod_file_cache.create_server_config()-mod_file_cache.sendfile_handler(),90.0
mod_file_cache.create_server_config()-mod_cache.cache_remove_url_filter(),68.0
mod_file_cache.create_server_config()-mod_cache.add_ignore_session_id(),73.0
mod_file_cache.create_server_config()-http_core.http_create_request(),72.0
mod_file_cache.create_server_config()-http_core.set_keep_alive_max(),57.0
mod_file_cache.create_server_config()-http_core.set_keep_alive(),69.0
mod_file_cache.create_server_config()-mod_file_cache.cachefilemmap(),51.0
mod_file_cache.create_server_config()-mod_cache.register_hooks(),88.0
mod_file_cache.create_server_config()-mod_cache.add_ignore_header(),74.0
mod_file_cache.create_server_config()-mod_file_cache.file_cache_handler(),81.0
mod_file_cache.create_server_config()-http_core.http_port(),66.0
mod_file_cache.create_server_config()-mod_file_cache.file_cache_post_config(),51.0
mod_file_cache.create_server_config()-mod_cache.set_cache_factor(),66.0
mod_file_cache.create_server_config()-mod_cache.set_cache_maxex(),54.0
mod_file_cache.create_server_config()-mod_cache.set_cache_store_private(),50.0
mod_file_cache.create_server_config()-mod_cache.create_cache_config(),62.0
mod_file_cache.create_server_config()-http_core.ap_process_http_connection(),82.0
