Group,Genre,UserRating,LowerDownloads,JavaFiles,Defect_LOC,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount,RowID,DEX_NATIVE,DEX_DYNAMIC,DEX_CRYPTO,DEX_REFLECTION,APK_DEX,APK_EXECUTABLE,APK_ZIP,APK_SHELL_SCRIPT,APK_APK,APK_SHARED_LIBRARIES,PERM_PRIVACY,PERM_NORMAL,PERM_MONEY,PERM_INTERNET,PERM_SMS,PERM_DANGEROUS,PERM_SIGNATUREORSYSTEM,PERM_CALL,PERM_SIGNATURE,PERM_GPS,FuzzyRisk
2,Books & Reference,4.3,100000,1518,0.00663,180984,2365,952,373,0,6,2,15,4549,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
2,Lifestyle,3.4,1000,2439,0.00572,314913,5457,3273,744,7,2,3,1,21472,1,0,1,1,0,0,0,0,0,0,3,7,1,1,1,6,0,0,0,0,51.11111111
2,Lifestyle,4.4,5000000,3243,0.00605,347050,4764,2226,658,3,1,7,11,1126,1,1,1,1,0,0,0,0,0,0,5,8,0,1,0,12,0,0,0,1,91.11111111
2,Casual,4.5,500000,348,0.01162,25825,408,76,34,0,0,2,7,4755,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,51.11111111
2,Business,3.3,1000,614,0.01092,54965,755,218,79,0,1,2,6,12035,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,51.11111111
2,Books & Reference,4.4,10000,658,0.00714,83994,816,334,140,1,1,2,3,28195,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,92
2,Media & Video,4.2,500000,2315,0.00544,275926,4850,3333,583,6,2,7,14,28214,1,1,1,1,0,0,0,0,0,0,1,7,0,1,0,7,0,0,0,0,92
2,News & Magazines,3.9,1000,613,0.00783,76639,869,388,146,0,1,2,5,1105,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Entertainment,3.4,10000,2720,0.00678,265474,4473,2029,703,0,5,2,0,134674,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,51.11111111
2,Strategy,4.6,10000000,3454,0.00315,380995,6835,4701,811,3,1,2,7,31180,1,1,1,1,0,0,0,0,0,0,4,5,0,1,0,7,0,0,1,0,92
2,News & Magazines,3.5,5000,575,0.00802,74777,707,269,114,0,1,2,8,6549,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Social,4.3,100000,1495,0.01048,143161,2344,1016,360,1,3,6,1,6666,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,1,0,51.11111111
2,Education,4.4,10000,746,0.01775,67600,954,244,101,2,7,4,5,2226,0,0,1,1,0,0,0,0,0,0,4,2,0,2,0,7,0,0,1,2,50
2,Health & Fitness,3.6,1000,111,0.02488,12057,179,49,22,0,0,2,12,1712,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Tools,4.2,50000,34,0.12788,2346,28,11,5,0,1,2,0,68471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Business,4.1,100000,1411,0.00587,153193,2300,829,305,0,4,5,0,51507,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,6,0,0,0,1,50
2,Tools,3.7,1000,69,0.11263,5327,74,29,10,0,1,2,3,6759,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,51.11111111
2,Education,3.5,5000,41,0.07599,3948,52,11,5,0,1,2,0,68686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Personalization,3.8,1000000,981,0.00667,89917,1572,724,166,1,3,2,0,61273,1,1,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,92
2,Communication,5,1000,825,0.00682,88012,29,5,1,8,0,7,11,12179,0,0,0,1,0,0,0,0,0,0,6,7,2,1,2,13,1,2,0,0,53.33333333
2,Casual,3.6,100000,1981,0.00838,226764,3118,2082,369,0,0,2,9,1495,0,0,1,1,0,0,0,0,0,0,5,6,0,1,0,6,0,0,1,2,50
2,Strategy,4,500000,880,0.02037,88346,1264,472,194,1,7,2,5,20505,1,1,0,1,0,0,0,0,0,0,3,5,0,2,0,4,0,0,1,1,100
2,Sports,4,100000,636,0.01005,59714,816,320,63,0,3,2,3,23431,1,0,1,1,0,0,0,0,0,0,3,1,0,1,0,5,0,0,0,2,50
2,News & Magazines,3.8,1000,309,0.02463,36545,635,205,83,0,8,2,6,19624,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Lifestyle,4.2,100000,2027,0.00186,323236,4886,3481,606,2,1,2,4,29944,0,1,1,1,0,0,0,0,0,0,2,4,0,1,0,6,0,0,0,2,100
2,Simulation,4.2,100000,452,0.02974,40355,677,290,119,0,1,2,0,67099,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Communication,3.8,1000,1935,0.007,171448,3514,1964,565,4,2,5,8,31350,0,1,1,1,0,0,0,0,0,0,2,6,0,1,0,3,0,0,1,0,51.11111111
2,Puzzle,3,5000,178,0.02997,20022,366,95,44,0,10,2,0,50113,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,92
2,Libraries & Demo,4,10000,117,0.02368,12670,186,53,24,0,1,2,1,11472,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Education,4.1,10000,60,0.04834,6206,104,34,16,0,2,5,2,30225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,Card,4.1,10000,1039,0.00869,103520,1256,508,200,0,4,2,1,29329,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2,Puzzle,3.1,10000,73,0.04036,7433,87,4,2,0,1,2,0,66628,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Personalization,4.4,100000,609,0.0109,55038,706,118,47,1,2,7,0,63344,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,51.11111111
2,Comics,3.8,1000,394,0.01616,37125,517,242,102,0,2,2,16,1656,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Lifestyle,4.4,10000,2623,0.00255,235401,3774,2071,473,1,4,2,1,31029,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Card,4,100000,2291,0.00387,232342,3248,1398,455,2,2,2,0,69608,0,0,1,1,0,0,0,0,0,0,5,6,0,1,0,8,0,0,2,2,50
2,Music & Audio,4.1,10000,574,0.01614,55760,769,289,118,0,2,2,0,134490,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,51.11111111
2,Tools,3.9,10000,44,0.09618,3119,40,4,2,0,0,2,0,58361,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2,Business,4.4,1000,137,0.03292,18224,227,41,17,0,5,2,34,11180,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0
2,Tools,4.1,50000,47,0.05011,5987,80,25,9,1,0,4,1,3960,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0
2,Education,4.3,50000,3722,0.00216,416265,7114,5156,871,2,2,2,0,67456,0,1,1,1,0,0,0,0,0,0,2,4,0,1,0,3,0,0,1,0,92
2,Puzzle,3.5,10000,59,0.06683,8978,40,6,3,0,1,2,2,16828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
2,Media & Video,4.4,10000,1578,0.00326,183936,2370,1066,364,0,2,2,2,19595,0,0,1,1,0,0,0,0,0,0,5,6,1,1,1,6,0,0,0,2,50
2,Entertainment,3.8,1000000,26,0.12151,2469,24,0,0,1,1,2,1,19798,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,51.11111111
2,Travel & Local,4.6,5000,202,0.02888,20779,0,0,0,0,7,2,0,92054,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,5,0,0,0,2,100
2,Travel & Local,4.3,1000,3343,0.00611,294517,3906,1545,500,1,9,2,18,32032,0,1,1,1,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,0,92
2,Tools,4.6,50000,80,67.54196,7388,99,6,3,0,0,2,10,17325,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,1,51.11111111
2,Action,3.5,10000,1291,0.01441,104126,123,21,10,1,5,3,2,4188,1,0,1,1,0,0,0,0,0,0,1,3,0,1,0,4,0,0,0,0,51.11111111
2,Education,4.5,10000,7434,0.00149,807369,0,0,0,1,6,5,0,121171,1,1,1,1,0,0,0,0,0,0,1,4,0,1,0,4,0,0,0,1,92
2,Tools,4.1,1000000,25,0.09308,3223,0,0,0,0,1,2,0,73227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Tools,3,10000,82,0.05039,5953,92,36,16,2,0,2,10,6232,0,0,1,1,0,0,0,0,0,0,5,4,0,1,0,7,0,0,0,2,50
2,Personalization,4.3,50000,409,0.02123,56526,975,429,121,2,5,2,0,49322,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,4,0,0,0,2,50
2,Music & Audio,3.9,100000,66,69.08624,7398,79,4,2,0,0,2,3,131,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Books & Reference,4.2,5000,26,0.43415,1382,35,2,1,0,1,3,2,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Casual,3.7,100000,567,5.86963,62883,833,240,93,0,1,2,19,13925,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Education,4.1,10000,546,0.01659,54256,793,316,125,0,4,2,4,31542,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Education,4.3,5000,1005,0.00757,79253,0,0,0,0,3,3,0,74698,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Education,3.8,500000,981,0.01107,81324,1427,472,193,0,3,2,1,20336,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,51.11111111
2,Entertainment,4.3,1000000,345,0.0163,55205,0,0,0,0,1,2,0,104897,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2,Education,4.6,10000,86,0.06557,9151,142,52,21,1,1,3,17,27961,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,51.11111111
2,Communication,4.3,1000,596,0.01921,72880,0,0,0,3,2,2,0,71852,0,0,0,1,0,0,0,0,0,0,4,3,1,1,1,7,0,0,1,2,50
2,Arcade,3.5,5000,386,0.01034,29005,414,76,34,0,5,3,5,19825,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,51.11111111
2,Tools,3.5,10000,138,0.02754,10895,0,0,0,2,1,2,0,126855,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,2,50
2,Personalization,4.6,1000,648,0.00759,79003,885,383,161,1,1,2,1,8794,0,1,1,1,0,0,0,0,0,0,1,3,0,2,0,4,0,0,0,0,92
2,Education,4.2,1000,118,0.03024,9919,0,0,0,2,2,2,0,126081,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,1,51.11111111
2,Health & Fitness,4.6,1000,3002,0.00595,302643,0,0,0,1,3,2,0,120950,0,1,1,1,0,0,0,0,0,0,5,4,0,1,0,6,0,0,1,2,100
2,Casual,4.1,1000000,667,0.02341,64076,815,320,87,0,2,2,5,13110,0,0,1,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,0,51.11111111
2,Entertainment,3.4,100000,524,0.01278,46961,0,0,0,0,1,2,0,123832,0,0,1,1,0,0,0,0,0,0,1,4,0,1,0,2,0,0,1,0,51.11111111
2,Education,4.7,5000,753,0.00743,80724,1011,435,175,0,4,3,3,19342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Social,3.5,10000,1951,0.00454,198221,0,0,0,9,1,5,0,103964,0,0,0,1,0,0,0,0,0,0,7,7,2,1,4,12,0,0,0,2,52.22222222
2,Education,5,1000,7,0.16287,1842,1,0,0,0,0,2,0,68971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Education,4.2,10000,785,0.00799,75106,0,0,0,0,1,2,0,125040,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Communication,4.3,10000000,1664,0.01785,252140,6936,5431,517,0,1,7,5,29492,1,0,1,1,0,0,0,0,0,0,4,5,0,1,0,7,0,0,1,1,50
2,Communication,4.2,1000000,2331,0.00685,306445,5309,2616,424,1,2,5,0,67738,1,1,1,1,0,0,0,0,0,0,4,5,0,1,0,6,0,0,0,2,100
2,Tools,3.1,1000,69,0.15275,3928,65,28,10,0,0,0,0,66587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Personalization,4.7,1000,347,0.04265,21100,0,0,0,0,0,3,0,124019,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
2,Media & Video,3.6,1000,886,0.00669,134583,3448,2692,311,11,1,3,0,50106,1,0,0,1,0,0,0,0,0,0,3,4,0,1,0,7,2,0,2,2,53.33333333
2,Media & Video,4.2,1000,6104,0.00338,709291,11581,6595,1782,0,5,6,3,11235,1,1,1,1,0,0,0,0,0,0,5,1,0,1,0,7,0,0,0,2,100
2,Media & Video,4.3,5000,1146,0.00805,111791,0,0,0,0,5,2,0,117428,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
2,Lifestyle,4.1,50000,596,0.00758,79125,0,0,0,0,1,2,0,123876,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
2,Education,4.2,5000,525,10.62487,48010,881,287,115,2,0,2,11,16545,0,1,1,1,0,0,0,0,0,0,4,4,0,1,0,6,0,0,0,2,100
2,News & Magazines,4.3,10000,101,38.83259,9474,141,25,11,3,0,2,6,4821,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,4,0,0,0,1,50
2,Finance,4.2,1000,660,0.00968,61985,880,376,137,3,2,4,0,67493,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,51.11111111
2,News & Magazines,4.5,500000,767,0.01227,73359,0,0,0,1,2,5,0,101511,0,0,1,1,0,0,0,0,0,0,2,5,0,2,0,3,0,0,1,1,51.11111111
2,Puzzle,3.7,100000,5,1.875,320,2,0,0,10,0,2,6,10205,1,1,0,1,0,0,0,0,0,0,4,4,0,1,0,8,0,0,0,2,50
2,Arcade,3.3,500000,4013,0.00275,436738,7450,4754,1020,0,5,2,0,50020,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Entertainment,4,50000,1108,0.00636,188818,0,0,0,0,2,2,0,103099,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Photography,4,1000000,6176,0.00195,616095,10804,6456,1339,7,0,5,10,28265,1,1,1,1,0,0,0,0,0,0,4,3,0,1,0,5,0,0,1,2,100
2,Communication,4.1,10000,63,0.06145,4882,91,20,10,0,0,4,10,4783,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
2,News & Magazines,4.4,10000,13,1.54639,388,4,0,0,0,0,2,0,69250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Tools,3.5,1000,412,0.01799,33361,525,155,64,5,1,2,15,12309,0,0,0,1,0,0,0,0,0,0,6,12,0,1,0,11,0,0,0,0,50
2,Tools,4.5,10000,346,0.02851,31564,0,0,0,1,2,2,0,119657,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,2,0,51.11111111
2,Communication,4.5,1000000,1719,0.0041,146506,0,0,0,5,0,4,0,82809,1,1,1,1,0,0,0,0,0,0,4,7,1,1,1,9,1,1,0,1,95
2,Personalization,4.5,1000,8,3.79747,158,195,20,10,0,0,0,38,17472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Social,4.2,500000000,5586,175.85463,388356,4786,1633,473,14,1,9,0,137444,1,0,0,1,0,0,0,0,0,0,13,11,0,1,0,17,0,0,1,2,50
2,Strategy,3.7,5000,1279,0.00428,140218,0,0,0,0,6,2,0,124798,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Finance,4.3,1000,161,0.05956,15111,211,41,17,1,2,2,11,22848,1,0,0,1,0,0,0,0,0,0,4,3,0,1,0,5,0,0,0,2,50
2,Lifestyle,3.3,10000,33,0.11261,2664,0,0,0,0,0,2,0,104198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Finance,4.1,1000,1025,0.00334,179624,0,0,0,0,1,2,0,72151,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2,News & Magazines,4.2,10000,4018,1.27651,454206,0,0,0,1,4,2,0,101161,1,1,1,1,0,0,0,0,0,0,4,3,0,1,0,7,0,0,0,2,100
2,Shopping,3.9,1000,775,0.00657,91267,1012,505,187,1,3,2,0,64457,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Books & Reference,4.9,1000,118,0.02298,13053,250,111,43,5,0,4,7,4447,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,5,0,0,0,0,51.11111111
2,Health & Fitness,4.2,100000,1550,0.01031,174562,2433,1104,340,1,1,5,1,9433,0,1,1,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,1,0,92
2,News & Magazines,3.7,1000,525,0.01269,47269,691,296,124,0,4,2,19,5074,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Health & Fitness,3.7,5000,126,0.01783,16827,0,0,0,0,6,2,0,127152,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Trivia,4.1,50000,398,0.01341,44735,0,0,0,0,2,2,0,94702,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
2,Puzzle,3.6,5000,616,0.01092,82381,0,0,0,0,3,2,0,118602,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2,Media & Video,3.4,1000,8,0.74813,401,6,0,0,0,1,2,0,54385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Arcade,4.3,1000000,728,0.00374,80253,0,0,0,2,2,2,0,117375,0,1,1,1,0,0,0,0,0,0,2,3,0,1,0,4,0,0,0,1,100
2,Word,4.2,100000,412,0.01195,50204,0,0,0,0,4,3,0,117552,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,51.11111111
2,Books & Reference,4.7,1000,315,0.01711,52612,409,126,52,0,1,4,0,49358,0,1,1,1,0,0,0,0,0,0,1,4,0,2,0,5,0,0,0,0,92
2,Arcade,4.1,10000000,1389,0.00433,138501,1941,581,216,0,2,2,3,30792,1,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
2,Simulation,3.9,1000000,1398,0.00161,186647,0,0,0,1,3,3,0,122902,1,1,1,1,0,0,0,0,0,0,1,3,0,1,0,3,1,0,0,0,92
2,Arcade,3.9,1000,1125,4.78542,107117,0,0,0,1,2,5,0,121419,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
2,Entertainment,4.2,1000,416,0.02348,38334,590,297,123,0,1,2,15,6369,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,51.11111111
2,Books & Reference,4.4,1000,77,0.03917,7658,90,33,15,6,0,2,0,70975,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,51.11111111
2,Productivity,4.3,10000,1017,0.01202,141404,1927,926,324,3,1,2,0,69580,0,0,1,1,0,0,0,0,0,0,4,2,1,1,1,8,0,0,0,2,50
2,Lifestyle,4.1,5000,92,0.04787,6267,113,42,16,0,1,4,3,5937,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,News & Magazines,4.4,10000,2610,0.00492,243660,2893,964,352,1,9,2,0,56010,0,1,1,1,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,0,92
2,Social,4,1000000000,6512,0.00278,467575,0,0,0,10,2,6,0,90109,1,1,1,1,0,0,0,0,0,0,13,10,0,1,1,16,0,0,1,2,86.66666667
2,Books & Reference,4.7,1000,118,0.02298,13053,250,111,43,5,0,4,5,4446,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,5,0,0,0,0,51.11111111
2,Casual,4.2,1000,693,5.42715,94230,978,299,114,0,2,2,5,17015,0,0,1,1,0,0,0,0,0,0,3,3,0,1,0,5,0,0,0,2,50
2,Social,3.8,5000000,5937,0.0024,499883,0,0,0,0,9,9,0,76614,1,0,1,1,0,0,0,0,0,0,3,4,0,1,0,6,0,0,1,1,50
2,Music & Audio,4.2,50000,777,0.01203,74802,1279,653,193,0,5,2,12,31049,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,3,0,0,0,0,51.11111111
2,Casual,4.3,100000,4131,0.00277,433151,7019,2701,975,0,8,2,0,133380,0,1,1,1,0,0,0,0,0,0,4,4,0,1,0,5,0,0,0,2,100
2,Music & Audio,4.2,100000,761,0.00589,101810,1347,481,184,3,1,2,5,13430,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,51.11111111
2,Music & Audio,4.3,10000,309,0.01175,51085,353,78,35,3,2,4,0,132478,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,4,0,0,0,0,92
2,Music & Audio,4.4,5000,1313,0.0053,169766,2414,1197,327,0,3,2,10,28376,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,92
2,Puzzle,4,10000000,2881,0.00355,337747,6513,4835,728,1,1,2,1,29404,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Health & Fitness,4.5,1000000,4521,0.00755,357383,4926,1898,491,1,6,5,7,20858,0,0,1,1,0,0,0,0,0,0,2,4,0,1,0,4,0,0,0,0,51.11111111
2,Personalization,4.2,5000,728,0.01257,71598,1293,471,139,0,6,2,9,32159,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
2,Educational,3.7,100000,671,0.01899,63193,960,392,156,0,5,2,0,58031,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Puzzle,4,100000,849,6.66452,87043,1195,331,136,2,6,2,0,59164,1,1,1,1,0,0,0,0,0,0,2,3,0,1,0,4,1,0,1,1,100
2,Puzzle,4,10000,267,20.08609,22070,398,113,45,0,1,2,17,30309,1,0,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,51.11111111
2,Travel & Local,3,1000,111,0.04866,12330,181,51,23,0,0,2,3,1705,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,2,50
2,Travel & Local,4.2,1000000,3578,0.00426,563773,10442,7578,998,2,1,10,1,13399,1,1,0,1,0,0,0,0,0,0,4,2,0,1,0,6,1,0,0,2,50
2,Books & Reference,4.6,1000,321,0.01794,33442,0,0,0,4,2,4,0,118356,1,0,1,1,0,0,0,0,0,0,3,3,0,1,0,6,0,0,0,0,50
2,Tools,3.7,5000,20,0.46693,1285,16,10,5,2,0,2,3,28998,0,0,0,0,0,0,0,0,0,0,4,1,1,0,3,5,0,0,0,1,50
2,Social,4.5,10000,1722,0.00682,175917,2370,946,375,1,1,3,4,7103,0,0,1,1,0,0,0,0,0,0,1,4,0,1,0,3,0,0,1,0,51.11111111
2,Communication,3,1000,63,57.79252,6333,71,8,4,2,0,2,15,10795,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,51.11111111
2,Finance,4.2,10000,96,0.02753,10898,176,48,22,0,0,2,12,2916,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Adventure,4.4,10000000,897,0.00317,94529,1180,206,78,0,5,2,3,13724,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
2,Personalization,4.2,50000,12,1.74419,344,8930,5441,1046,0,0,1,0,67777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Role Playing,4.2,500000,3648,1.98147,408030,0,0,0,2,1,5,0,73426,0,1,1,1,0,0,0,0,0,0,2,5,0,1,0,4,0,0,1,0,92
2,Education,3.9,100000,1337,0.00771,155699,1802,771,305,1,6,2,12,29833,1,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
2,Action,3.7,10000,110,177.03563,22622,0,0,0,0,3,0,0,120949,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,51.11111111
2,Arcade,3.9,100000,78,66.02307,7717,75,6,3,0,1,2,0,67370,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Books & Reference,4.8,1000,298,0.01808,33191,381,70,29,0,6,2,1,2569,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Entertainment,3.2,5000,918,2.24529,97003,0,0,0,2,0,2,0,105304,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,51.11111111
2,Social,4.2,5000,57,0.15769,3805,0,0,0,1,0,2,0,126835,0,0,0,1,0,0,0,0,0,0,2,4,0,1,0,2,0,0,1,0,51.11111111
2,Tools,4.5,1000000,2038,195.83788,168784,0,0,0,2,4,2,0,80987,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,92
2,Education,4.2,1000000,1939,0.00704,170444,2222,659,246,0,2,5,1,20590,1,0,1,1,0,0,0,0,0,0,2,6,0,1,0,3,0,0,1,0,51.11111111
2,Shopping,3.8,1000000,2251,0.00382,235625,3405,1630,548,1,3,5,2,17060,0,0,1,1,0,0,0,0,0,0,2,2,0,1,0,5,0,0,1,0,50
2,Music & Audio,4.3,5000,21,0.15848,1893,35,14,6,0,0,2,0,133866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Personalization,4.2,50000,989,0.00626,95812,0,0,0,6,2,4,0,118727,0,0,0,1,0,0,0,0,0,0,5,6,0,1,1,8,0,0,0,0,51.11111111
2,Books & Reference,4.1,10000,31,0.43988,1364,17,4,2,2,0,3,7,11653,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,0,51.11111111
2,Travel & Local,3,1000,109,0.02558,11728,0,0,0,0,0,2,0,125848,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Lifestyle,4.6,10000,290,0.02987,20089,322,287,50,2,3,2,3,20077,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,2,50
2,Books & Reference,4.4,10000,1475,7.13757,148720,2247,934,358,1,6,2,0,128273,0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,5,1,0,0,1,50
